"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Rahel","Dplus KIA","ADC",3,"33%","67%",7,5,4,2.2,"57.9%","36.8%","23.8%","33%",-115,-192,3.3,10,"32.4%",448,"24.6%","30.1%",305,"28.6%",0,0.45,0.2,0.65
"Rascal","DRX","Top",43,"37%","60%",93,128,150,1.9,"58.6%","22.4%","22.2%","23%",6,-48,-2.8,8.1,"24.5%",438,"22.7%","19.5%",248,"22.8%",1,0.36,0.18,0.23
"ShowMaker","Dplus KIA","Middle",40,"60%","45%",139,72,208,4.8,"66.1%","26.5%","16.8%","15%",64,54,0.9,8.8,"25.8%",613,"26.1%","27.1%",282,"23.6%",0,0.41,0.23,0.31
"Sylvie","Nongshim RedForce","Jungle",43,"30%","60%",81,115,192,2.4,"66.6%","19.8%","19.6%","26%",-82,-38,-2.8,5.6,"14.9%",264,"13.7%","15.0%",201,"18.4%",3,0.55,0.42,0.49
"Taeyoon","Kwangdong Freecs","ADC",38,"26%","50%",106,134,123,1.7,"68.2%","31.5%","24.3%","24%",25,-7,0.9,9.6,"30.0%",542,"25.5%","27.2%",290,"26.2%",1,0.48,0.17,0.48
"Teddy","Liiv SANDBOX","ADC",39,"31%","46%",151,108,161,2.9,"71.9%","34.8%","19.6%","21%",65,31,2.1,9.9,"31.7%",588,"28.9%","30.7%",303,"26.9%",1,0.65,0.19,0.45
"UmTi","OKSavingsBank BRION","Jungle",45,"33%","49%",54,103,241,2.9,"77.6%","14.2%","21.3%","53%",-40,-72,-2.2,5.4,"13.1%",264,"14.5%","15.3%",185,"16.9%",1,0.41,0.33,0.5
"Viper","Hanwha Life Esports","ADC",41,"66%","51%",188,76,182,4.9,"68.4%","34.8%","17.8%","27%",28,20,1.8,10.5,"33.2%",650,"30.1%","33.1%",340,"27.8%",1,0.61,0.19,0.47
"vital","Nongshim RedForce","ADC",7,"29%","71%",16,13,12,2.2,"70.0%","40.0%","18.8%","0%",-161,-17,-2.1,10.7,"37.6%",445,"28.0%","32.7%",309,"30.5%",0,0.43,0.18,0.52
"Way","KT Rolster","Support",1,"100%","100%",3,4,13,4,"69.6%","13.0%","36.4%","0%",-362,-113,-2,1.1,"1.7%",139,"5.7%","5.0%",145,"10.4%",0,1.89,0.61,0.47
"Willer","Liiv SANDBOX","Jungle",39,"31%","59%",79,107,239,3,"73.3%","18.2%","19.5%","28%",-96,77,1.5,5.5,"14.1%",259,"12.8%","14.0%",198,"17.7%",2,0.59,0.5,0.46
"YoungJae","Kwangdong Freecs","Jungle",38,"26%","34%",52,95,195,2.6,"73.5%","15.5%","17.2%","29%",-50,-24,1.5,5.7,"14.5%",274,"13.2%","14.9%",189,"17.5%",5,0.53,0.47,0.4
"Zeka","Hanwha Life Esports","Middle",41,"66%","54%",159,72,216,5.2,"69.3%","29.4%","16.9%","24%",185,69,3.5,9.5,"27.0%",580,"26.5%","26.7%",305,"24.6%",0,0.49,0.25,0.25
"Zeus","T1","Top",41,"51%","44%",79,97,210,3,"61.0%","16.7%","20.5%","15%",46,141,2.6,8.3,"23.6%",504,"23.8%","20.1%",254,"21.4%",0,0.39,0.23,0.14
