"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Attila","X7 Esports","ADC",15,"73%","47%",75,26,102,6.8,"72.0%","30.5%","14.9%","27%",218,287,13.1,10.5,"35.9%",757,"29.0%","32.2%",352,"28.5%",0,0.33,0.08,0.38
"Backlund","Dusty","Middle",10,"60%","60%",29,25,44,2.9,"57.9%","23.0%","20.3%","10%",7,183,1.9,7.7,"21.8%",535,"24.6%","24.8%",241,"21.1%",0,0.31,0.1,0.22
"Carlsen","Astralis Talent","Top",7,"43%","29%",23,26,40,2.4,"57.3%","20.9%","21.0%","14%",-68,201,2.4,7.8,"25.2%",511,"23.1%","21.0%",266,"24.1%",0,0.34,0.11,0.1
"Chasy","X7 Esports","Top",15,"73%","40%",51,38,115,4.4,"67.5%","20.7%","21.8%","13%",214,83,9.4,8.1,"23.9%",624,"24.7%","22.3%",292,"23.5%",0,0.4,0.21,0.23
"Chrisberg","Astralis Talent","ADC",7,"43%","71%",23,27,39,2.3,"56.4%","20.9%","21.8%","14%",-372,-321,-6.1,9.1,"33.0%",645,"27.9%","31.7%",278,"25.1%",0,0.29,0.05,0.27
"Dan","JD|XL","Jungle",8,"25%","38%",13,20,58,3.6,"85.5%","15.7%","17.2%","63%",-281,-251,-10.4,5,"13.9%",310,"16.1%","15.9%",176,"17.5%",1,0.45,0.4,0.33
"DenVoksne","Dusty","ADC",10,"60%","80%",34,23,62,4.2,"76.2%","27.0%","18.7%","10%",328,130,-1.1,9.5,"32.7%",551,"25.3%","25.7%",329,"28.5%",0,0.38,0.16,0.39
"Diamondprox","Bifrost","Jungle",4,"25%","75%",5,19,18,1.2,"53.5%","11.6%","33.3%","25%",241,287,5.5,4.7,"14.2%",231,"12.0%","11.7%",152,"15.3%",1,0.35,0.34,0.51
"Empyros","Riddle Esports","Top",4,"25%","100%",19,17,18,2.2,"63.8%","32.8%","23.3%","25%",66,-182,-1.8,9.1,"30.3%",611,"29.7%","29.9%",309,"27.7%",0,0.46,0.15,0.16
"FGG","JD|XL","Support",8,"25%","63%",6,20,62,3.4,"81.9%","7.2%","17.2%","38%",-90,-155,2.9,1,"2.1%",134,"7.0%","6.3%",88,"8.7%",0,1.61,0.38,0.3
"Furuy","Bifrost","Middle",4,"25%","50%",5,8,24,3.6,"67.4%","11.6%","14.0%","0%",-585,-70,-5.5,8.4,"27.2%",526,"27.9%","28.2%",231,"22.6%",0,0.43,0.18,0.19
"Highway","Bifrost","Support",4,"25%","0%",3,13,22,1.9,"58.1%","7.0%","22.8%","0%",60,447,22.5,2,"5.6%",158,"8.5%","7.3%",105,"11.3%",0,1.24,0.35,0.34
"Kasing","X7 Esports","Support",15,"73%","87%",7,31,173,5.8,"73.2%","2.8%","17.8%","33%",-6,-24,-6.1,0.9,"2.5%",163,"6.3%","5.2%",110,"8.7%",0,1.68,0.43,0.34
