"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
,"FC Schalke 04 Esports","Support",3,"0%","33%",1,11,14,1.4,"65.2%","4.3%","22.0%","33%",-38,-397,-0.7,1.4,"3.7%",131,"6.6%","5.4%",92,"9.4%",0,1.68,0.5,0.54
,"Berlin International Gaming","Support",3,"100%","67%",2,7,36,5.4,"76.0%","4.0%","30.4%","33%",38,397,0.7,1.1,"2.3%",198,"9.6%","7.7%",122,"9.8%",0,1.58,0.29,0.27
"Afroboi","FC Schalke 04 Esports","Jungle",3,"0%","33%",0,12,17,1.4,"73.9%","0.0%","24.0%","67%",-547,-263,-10.3,4.2,"13.4%",199,"9.6%","8.7%",137,"14.2%",0,0.22,0.24,0.31
"Alexx","MOUZ","Jungle",3,"0%","67%",2,14,15,1.2,"70.8%","8.3%","31.1%","33%",203,73,3.7,5.2,"15.4%",227,"12.2%","13.1%",173,"18.2%",0,0.22,0.23,0.29
"CaD","Unicorns of Love Sexy Edition","Jungle",14,"64%","43%",23,44,126,3.4,"66.5%","10.3%","23.3%","43%",-54,-138,-3.9,4.4,"10.1%",328,"12.8%","12.3%",176,"14.4%",1,0.42,0.37,0.23
"Carlsen","MOUZ","Top",3,"0%","33%",7,6,7,2.3,"58.3%","29.2%","13.3%","0%",-131,34,-5.7,7.8,"26.9%",334,"17.4%","14.3%",242,"25.3%",0,0.29,0.11,0.14
"FEBIVEN","SK Gaming Prime","Middle",6,"100%","17%",24,13,46,5.4,"58.3%","20.0%","24.1%","17%",-250,-194,-4.5,8.9,"25.7%",650,"25.2%","25.2%",308,"22.3%",0,0.46,0.16,0.28
"Fun K3y","Unicorns of Love Sexy Edition","ADC",14,"64%","50%",66,38,87,4,"68.3%","29.5%","20.1%","29%",-23,52,0.2,10.2,"33.8%",725,"27.6%","29.2%",341,"27.6%",0,0.49,0.13,0.38
"HARPOON","Berlin International Gaming","ADC",7,"57%","29%",44,16,42,5.4,"74.1%","37.9%","15.7%","29%",-336,1,0.9,10.1,"39.4%",805,"31.4%","36.9%",379,"31.6%",0,0.41,0.07,0.29
"JNX","SK Gaming Prime","Top",6,"100%","83%",27,3,32,19.7,"49.2%","22.5%","5.6%","33%",243,184,9.2,9.7,"29.8%",592,"22.8%","21.7%",340,"24.6%",0,0.42,0.08,0.16
"Kaymin","Berlin International Gaming","Middle",7,"57%","57%",23,22,59,3.7,"70.7%","19.8%","21.6%","14%",-170,-612,-7.6,7.9,"26.4%",627,"25.7%","25.5%",252,"21.4%",0,0.58,0.25,0.15
