"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Adept","WAVE Esports","Support",8,"75%","63%",11,22,86,4.4,"63.4%","7.2%","23.9%","38%",226,336,-1.1,1.3,"3.4%",172,"7.8%","6.7%",144,"11.3%",0,1.21,0.33,0.35
"Agurin","No Need Orga","Jungle",9,"44%","56%",17,39,57,1.9,"69.8%","16.0%","22.7%","11%",-20,236,8.6,6.2,"18.0%",341,"17.3%","17.0%",215,"19.0%",1,0.36,0.22,0.34
"Broeki","No Need Orga","ADC",9,"44%","67%",36,25,47,3.3,"78.3%","34.0%","14.5%","22%",-126,85,2.1,8.7,"28.5%",511,"25.3%","26.6%",290,"24.9%",0,0.35,0.1,0.24
"Coldraa","Hertha BSC eSport","ADC",9,"33%","44%",37,17,44,4.8,"80.2%","36.6%","17.7%","11%",-217,-122,-10.1,7.5,"27.8%",554,"27.9%","31.6%",265,"25.0%",0,0.47,0.16,0.28
"Envy Carry","WAVE Esports","Middle",8,"75%","75%",44,16,45,5.6,"58.2%","28.8%","17.4%","25%",68,-216,-14.1,8.1,"29.0%",480,"21.1%","22.3%",299,"23.6%",0,0.35,0.11,0.1
"Flamer","Hertha BSC eSport","Top",9,"33%","78%",10,20,36,2.3,"45.5%","9.9%","20.8%","0%",-64,26,7.6,8.8,"28.0%",380,"19.7%","16.4%",237,"22.8%",0,0.24,0.07,0.11
"Karni","No Need Orga","Support",9,"44%","44%",6,47,62,1.4,"64.2%","5.7%","27.3%","33%",-188,-159,1.4,1.1,"2.3%",127,"6.2%","5.3%",97,"8.3%",0,1.41,0.37,0.23
"Lamabear","Hertha BSC eSport","Jungle",9,"33%","11%",26,16,51,4.8,"76.2%","25.7%","16.7%","44%",-157,-463,-10.1,4.9,"14.0%",244,"12.5%","13.7%",199,"19.3%",0,0.35,0.33,0.31
"Matislaw","Hertha BSC eSport","Middle",9,"33%","33%",24,19,47,3.7,"70.3%","23.8%","19.8%","44%",261,216,11,8.5,"26.6%",661,"34.5%","33.9%",247,"23.8%",0,0.41,0.17,0.09
"MiraiX","WAVE Esports","Jungle",8,"75%","88%",44,18,60,5.8,"68.0%","28.8%","19.6%","38%",199,255,1.8,6.7,"22.4%",551,"24.9%","25.0%",287,"22.8%",0,0.23,0.32,0.29
"Nio","Hertha BSC eSport","Support",9,"33%","44%",4,24,70,3.1,"73.3%","4.0%","25.0%","11%",-13,-139,-0.4,1.3,"3.6%",105,"5.4%","4.4%",93,"9.0%",0,1.36,0.43,0.2
"NoWay","No Need Orga","Middle",9,"44%","44%",28,38,41,1.8,"65.1%","26.4%","22.1%","11%",-322,-24,1.6,7.9,"24.3%",508,"27.1%","28.0%",269,"23.3%",0,0.44,0.16,0.15
"Quinncidence","WAVE Esports","Top",8,"75%","25%",13,18,60,4.1,"47.7%","8.5%","19.6%","25%",-294,-285,-16.3,6.3,"16.6%",377,"16.8%","15.5%",209,"16.5%",0,0.39,0.15,0.1
"silkysmath","WAVE Esports","ADC",8,"75%","38%",41,18,72,6.3,"73.9%","26.8%","19.6%","38%",385,42,9,7.9,"28.7%",626,"29.4%","30.4%",321,"25.8%",0,0.21,0,0.19
"Tolkin","No Need Orga","Top",9,"44%","44%",19,23,38,2.5,"53.8%","17.9%","13.4%","22%",326,227,6.9,8.9,"26.9%",455,"24.1%","23.2%",283,"24.6%",0,0.44,0.24,0.19
