"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Abbedagge","100 Thieves","Middle",11,"55%","73%",25,29,50,2.6,"65.2%","21.7%","24.0%","9%",-63,-151,-5.4,8.5,"25.4%",514,"28.4%","32.1%",260,"23.5%",0,0.51,0.21,0.19
"Ablazeolive","Golden Guardians","Middle",3,"0%","33%",11,14,10,1.5,"70.0%","36.7%","22.6%","33%",43,-481,-6.7,8.8,"27.2%",537,"29.6%","29.7%",256,"27.0%",0,0.48,0.16,0.33
"aphromoo","FlyQuest","Support",4,"25%","50%",1,14,28,2.1,"70.7%","2.4%","22.2%","25%",-129,235,-6.8,0.6,"1.5%",138,"8.2%","6.4%",76,"7.4%",0,1.25,0.38,0.29
"Berserker","Cloud9","ADC",9,"33%","44%",29,30,46,2.5,"64.7%","25.0%","20.0%","44%",209,35,6.9,8.8,"27.0%",496,"24.0%","24.4%",286,"24.8%",0,0.4,0.15,0.29
"Bjergsen","Team Liquid","Middle",13,"38%","38%",33,28,75,3.9,"70.6%","21.6%","16.2%","8%",93,254,7.2,8.7,"26.6%",429,"23.0%","23.6%",270,"24.1%",0,0.25,0.1,0.19
"Blaber","Cloud9","Jungle",9,"33%","56%",28,29,60,3,"75.9%","24.1%","19.3%","56%",-248,-67,2.6,6.1,"16.9%",318,"16.4%","17.6%",221,"19.0%",0,0.41,0.23,0.28
"Bwipo","Team Liquid","Top",13,"38%","69%",26,41,60,2.1,"56.2%","17.0%","23.7%","31%",-100,-109,1.3,7.7,"24.1%",437,"23.6%","20.7%",246,"21.9%",1,0.45,0.19,0.1
"Closer","100 Thieves","Jungle",11,"55%","36%",23,23,59,3.6,"71.3%","20.0%","19.0%","27%",192,68,-0.7,5.8,"15.8%",235,"13.8%","15.1%",201,"18.7%",1,0.4,0.25,0.35
"CoreJJ","Team Liquid","Support",13,"38%","46%",8,45,110,2.6,"77.1%","5.2%","26.0%","62%",70,88,-1,1.1,"2.9%",174,"9.2%","8.1%",97,"8.6%",0,1.42,0.37,0.33
"Danny","Evil Geniuses","ADC",18,"78%","28%",111,27,106,8,"73.1%","37.4%","14.7%","11%",-300,-23,-6.6,9.6,"33.9%",642,"31.2%","35.5%",345,"28.2%",1,0.34,0.13,0.36
"FBI","100 Thieves","ADC",11,"55%","64%",35,23,45,3.5,"69.6%","30.4%","19.0%","36%",-64,-187,-0.5,9.1,"31.0%",541,"32.1%","33.4%",300,"27.0%",0,0.43,0.15,0.3
"Fudge","Cloud9","Middle",9,"33%","44%",39,18,45,4.7,"72.4%","33.6%","12.0%","56%",-328,26,-1.3,8.9,"26.7%",575,"26.7%","29.2%",289,"24.9%",0,0.4,0.09,0.17
"Hans Sama","Team Liquid","ADC",13,"38%","62%",50,29,58,3.7,"70.6%","32.7%","16.8%","54%",457,270,8.9,9.6,"33.2%",540,"29.6%","32.2%",304,"27.6%",0,0.41,0.16,0.34
"huhi","100 Thieves","Support",11,"55%","36%",9,33,73,2.5,"71.3%","7.8%","27.3%","45%",15,122,-2.2,1,"2.4%",128,"7.4%","6.6%",99,"8.9%",0,1.66,0.53,0.32
"Impact","Evil Geniuses","Top",18,"78%","39%",56,39,116,4.4,"57.9%","18.9%","21.2%","6%",72,81,2.7,7.5,"22.0%",494,"24.1%","20.4%",255,"21.3%",0,0.41,0.12,0.17
"Inspired","Evil Geniuses","Jungle",18,"78%","61%",53,25,157,8.4,"70.7%","17.8%","13.6%","22%",84,127,0,6.1,"17.6%",296,"14.6%","15.1%",231,"19.2%",2,0.38,0.18,0.35
"Isles","Cloud9","Support",6,"50%","17%",4,23,51,2.4,"61.8%","4.5%","23.7%","67%",-13,-47,-9.8,0.8,"2.3%",214,"9.3%","8.5%",108,"9.0%",0,1.35,0.29,0.22
"Johnsun","FlyQuest","ADC",4,"25%","75%",13,13,12,1.9,"61.0%","31.7%","20.6%","0%",-11,-272,1.5,10.7,"38.0%",555,"31.8%","37.3%",313,"31.1%",0,0.65,0.17,0.42
"jojopyun","Evil Geniuses","Middle",18,"78%","44%",64,49,128,3.9,"64.6%","21.5%","26.6%","17%",180,72,2.1,8.2,"24.6%",470,"22.5%","22.1%",270,"22.4%",0,0.4,0.17,0.17
"Josedeodo","FlyQuest","Jungle",4,"25%","0%",5,12,28,2.8,"80.5%","12.2%","19.0%","25%",-180,-60,1,4.9,"12.5%",227,"13.3%","11.7%",164,"16.7%",0,0.42,0.39,0.49
"Kumo","FlyQuest","Top",4,"25%","25%",10,10,10,2,"48.8%","24.4%","15.9%","0%",79,37,-1.5,8,"24.7%",345,"19.5%","16.8%",224,"22.1%",0,0.53,0.25,0.16
"Licorice","Golden Guardians","Top",3,"0%","33%",10,15,12,1.5,"73.3%","33.3%","24.2%","0%",-550,-387,-19,6.9,"21.0%",451,"24.5%","23.3%",197,"20.4%",0,0.38,0.15,0.13
"Lost","Golden Guardians","ADC",3,"0%","67%",1,9,16,1.9,"56.7%","3.3%","14.5%","33%",-556,-89,-19.7,6.3,"21.9%",427,"23.9%","25.4%",189,"19.4%",0,0.55,0.23,0.17
"Olleh","Golden Guardians","Support",3,"0%","67%",1,12,14,1.3,"50.0%","3.3%","19.4%","33%",278,145,21,2.9,"10.0%",103,"5.8%","5.6%",99,"10.6%",0,1.25,0.49,0.27
