"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Abbedagge","100 Thieves","Middle",17,"65%","65%",49,41,121,4.1,"70.0%","20.2%","21.9%","12%",-83,-70,-2.1,8.9,"27.6%",464,"24.7%","25.5%",279,"24.3%",0,0.52,0.23,0.28
"Ablazeolive","Golden Guardians","Middle",3,"0%","100%",6,6,6,2,"85.7%","42.9%","14.3%","0%",-83,-262,-5.7,9.3,"30.3%",513,"31.2%","29.8%",255,"27.5%",0,0.46,0.17,0.2
"Akaadian","Dignitas","Jungle",7,"14%","57%",16,21,29,2.1,"83.3%","29.6%","18.1%","29%",-86,-146,-2.6,5.6,"16.2%",296,"20.6%","21.8%",182,"19.1%",0,0.45,0.27,0.32
"Alphari","Team Liquid","Top",16,"56%","38%",42,26,92,5.2,"70.2%","22.0%","15.2%","13%",204,93,6.4,8.4,"25.6%",518,"27.9%","26.8%",275,"24.8%",1,0.46,0.15,0.2
"aphromoo","Dignitas","Support",7,"14%","57%",2,30,38,1.3,"74.1%","3.7%","25.9%","0%",-53,-107,-3,1.1,"2.6%",110,"7.7%","8.0%",75,"7.9%",0,1.28,0.43,0.3
"Blaber","Cloud9","Jungle",19,"58%","63%",49,42,132,4.3,"74.8%","20.2%","21.0%","37%",-130,18,2.8,6.3,"17.5%",339,"16.9%","17.5%",212,"18.6%",1,0.41,0.28,0.44
"Chime","Golden Guardians","Support",3,"0%","100%",1,8,11,1.5,"85.7%","7.1%","19.0%","0%",-238,-180,0.7,1.4,"3.5%",118,"7.3%","5.2%",81,"8.7%",0,1.39,0.44,0.49
"Closer","100 Thieves","Jungle",17,"65%","41%",82,30,92,5.8,"71.6%","33.7%","16.0%","24%",178,22,0.1,5.6,"16.2%",339,"18.4%","18.5%",224,"19.9%",0,0.41,0.35,0.34
"Contractz","Evil Geniuses","Jungle",10,"50%","20%",33,30,49,2.7,"62.1%","25.0%","21.0%","50%",-44,188,2.4,5.7,"16.9%",321,"16.0%","16.4%",213,"18.5%",0,0.39,0.26,0.29
"CoreJJ","Team Liquid","Support",16,"56%","50%",9,43,132,3.3,"73.8%","4.7%","25.1%","38%",38,-117,-0.4,1.3,"3.4%",117,"6.3%","5.7%",100,"8.7%",0,1.59,0.42,0.57
"Danny","Evil Geniuses","ADC",12,"42%","50%",38,28,59,3.5,"69.8%","27.3%","16.2%","17%",-76,6,-1.8,9.5,"31.2%",571,"29.5%","32.4%",300,"26.7%",0,0.68,0.16,0.34
"Destiny","Immortals","Support",7,"57%","43%",3,12,64,5.6,"69.1%","3.1%","15.4%","43%",-6,-141,1.6,1.4,"3.6%",125,"6.4%","5.6%",101,"8.8%",0,1.9,0.46,0.55
"FakeGod","Dignitas","Top",7,"14%","29%",7,25,16,0.9,"42.6%","13.0%","21.6%","29%",-14,235,3.1,7.1,"23.8%",348,"25.1%","20.9%",202,"21.6%",0,0.43,0.15,0.18
"FBI","100 Thieves","ADC",17,"65%","47%",65,35,96,4.6,"66.3%","26.7%","18.7%","18%",54,-178,-0.2,8.7,"27.5%",546,"28.5%","30.0%",287,"25.0%",0,0.42,0.17,0.27
"Fudge","Cloud9","Top",19,"58%","63%",44,30,99,4.8,"59.1%","18.2%","15.0%","11%",-246,-172,-2.5,8.6,"26.0%",414,"20.5%","19.0%",275,"23.6%",0,0.41,0.14,0.17
"huhi","100 Thieves","Support",17,"65%","41%",13,47,157,3.6,"70.0%","5.3%","25.1%","24%",94,222,0.8,1.3,"3.5%",140,"7.4%","6.6%",102,"8.9%",0,1.71,0.53,0.53
