"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","JD Gaming","Top",13,"69%","46%",35,55,93,2.3,"60.4%","16.5%","29.9%",,,,,7.4,,534,"21.3%",,254,"21.4%",,0.35,0.21,0.18
"Able","Oh My God","ADC",5,"40%","60%",25,15,21,3.1,"62.2%","33.8%","18.5%",,,,,9.3,,478,"22.3%",,323,"26.8%",,0.52,0.07,0.45
"Aki","Oh My God","Jungle",5,"40%","60%",22,21,33,2.6,"74.3%","29.7%","25.9%",,,,,5,,287,"13.3%",,223,"19.1%",,0.26,0.2,0.37
"Ale","LNG Esports","Top",20,"50%","55%",57,72,78,1.9,"54.2%","22.9%","30.1%",,,,,8.3,,493,"23.8%",,266,"23.4%",,0.38,0.18,0.15
"Angel","Weibo Gaming","Middle",4,"25%","50%",11,10,12,2.3,"82.1%","39.3%","16.9%",,,,,8.7,,672,"31.0%",,271,"25.4%",,0.3,0.17,0.29
"Bin","Bilibili Gaming","Top",4,"25%","50%",15,9,12,3,"62.8%","34.9%","14.1%",,,,,8,,396,"22.0%",,260,"25.3%",,0.42,0.16,0.17
"Breathe","Royal Never Give Up","Top",4,"25%","25%",12,8,7,2.4,"63.3%","40.0%","15.1%",,,,,8.1,,490,"30.0%",,267,"26.6%",,0.36,0.19,0.17
"Care","FunPlus Phoenix","Middle",9,"44%","78%",36,23,50,3.7,"71.7%","30.0%","16.3%",,,,,8.8,,456,"23.0%",,281,"23.3%",,0.37,0.2,0.37
"Clid","FunPlus Phoenix","Jungle",9,"44%","44%",16,30,61,2.6,"64.2%","13.3%","21.3%",,,,,5,,219,"11.3%",,184,"15.7%",,0.54,0.35,0.53
"COLD","Oh My God","Support",5,"40%","60%",3,19,44,2.5,"63.5%","4.1%","23.5%",,,,,1.1,,154,"7.9%",,104,"8.9%",,1.84,0.6,0.22
"Creme","Oh My God","Middle",5,"40%","0%",12,14,21,2.4,"44.6%","16.2%","17.3%",,,,,8.3,,593,"31.0%",,263,"23.0%",,0.71,0.17,0.37
"Crisp","Bilibili Gaming","Support",4,"25%","75%",3,15,27,2,"69.8%","7.0%","23.4%",,,,,1.4,,119,"6.4%",,95,"9.2%",,1.71,0.51,0.45
"Doggo","Bilibili Gaming","ADC",4,"25%","50%",9,13,20,2.2,"67.4%","20.9%","20.3%",,,,,8.7,,459,"25.0%",,271,"27.0%",,0.45,0.18,0.22
"Doinb","LNG Esports","Middle",20,"50%","55%",52,43,104,3.6,"62.7%","20.9%","18.0%",,,,,8.6,,463,"21.9%",,262,"23.4%",,0.43,0.14,0.19
"Flandre","EDward Gaming","Top",20,"55%","45%",42,48,110,3.2,"58.5%","16.2%","25.9%",,,,,8,,436,"20.4%",,254,"22.2%",,0.37,0.19,0.2
"GALA","Royal Never Give Up","ADC",4,"25%","50%",5,10,10,1.5,"50.0%","16.7%","18.9%",,,,,9.6,,411,"25.3%",,254,"26.4%",,0.33,0.11,0.31
"Hang","FunPlus Phoenix","Support",9,"44%","67%",7,27,86,3.4,"77.5%","5.8%","19.1%",,,,,0.8,,159,"7.9%",,107,"9.1%",,1.65,0.39,0.37
"Hope","JD Gaming","ADC",13,"69%","62%",74,27,80,5.7,"72.6%","34.9%","14.7%",,,,,9.6,,791,"31.8%",,335,"28.3%",,0.47,0.15,0.49
"huanfeng","Weibo Gaming","ADC",4,"25%","50%",8,6,12,3.3,"71.4%","28.6%","10.2%",,,,,7.9,,519,"25.4%",,264,"27.5%",,0.6,0.13,0.32
"icon","Bilibili Gaming","Middle",4,"25%","25%",11,13,11,1.7,"51.2%","25.6%","20.3%",,,,,8.1,,580,"31.6%",,235,"23.5%",,0.38,0.18,0.18
"JackeyLove","Top Esports","ADC",18,"56%","44%",93,47,93,4,"75.6%","37.8%","20.2%",,,,,9.3,,772,"33.6%",,331,"28.7%",,0.52,0.17,0.59
"JieJie","EDward Gaming","Jungle",16,"50%","63%",32,30,110,4.7,"73.6%","16.6%","20.5%",,,,,4.7,,247,"11.7%",,179,"15.9%",,0.42,0.38,0.51
"JunJia","EDward Gaming","Jungle",4,"75%","50%",11,14,34,3.2,"67.2%","16.4%","35.9%",,,,,3.5,,236,"10.0%",,170,"13.9%",,0.43,0.4,0.49
"Kanavi","JD Gaming","Jungle",13,"69%","46%",49,46,103,3.3,"71.7%","23.1%","25.0%",,,,,5.4,,399,"16.2%",,214,"18.3%",,0.43,0.3,0.45
"Karsa","Victory Five","Jungle",2,"50%","100%",2,10,12,1.4,"63.6%","9.1%","33.3%",,,,,5.1,,207,"10.0%",,165,"15.5%",,0.54,0.38,0.27
"knight","Top Esports","Middle",18,"56%","61%",60,43,110,4,"69.1%","24.4%","18.5%",,,,,8.3,,614,"27.3%",,262,"22.9%",,0.27,0.16,0.3
"Light","LNG Esports","ADC",20,"50%","45%",89,34,77,4.9,"66.7%","35.7%","14.2%",,,,,9.9,,669,"32.3%",,326,"28.8%",,0.43,0.08,0.44
"LvMao","LNG Esports","Support",20,"50%","50%",9,39,170,4.6,"71.9%","3.6%","16.3%",,,,,0.5,,151,"7.4%",,99,"8.7%",,1.54,0.45,0.27
"Lwx","FunPlus Phoenix","ADC",9,"44%","33%",33,26,58,3.5,"75.8%","27.5%","18.4%",,,,,10.3,,675,"33.5%",,344,"29.2%",,0.43,0.12,0.4
"Mark","Top Esports","Support",18,"56%","56%",13,40,180,4.8,"78.5%","5.3%","17.2%",,,,,1.1,,136,"6.3%",,111,"9.7%",,1.7,0.44,0.41
"Meiko","EDward Gaming","Support",20,"55%","25%",7,29,197,7,"78.5%","2.7%","15.7%",,,,,0.5,,160,"7.4%",,108,"9.3%",,1.71,0.38,0.31
"Ming","Royal Never Give Up","Support",4,"25%","50%",1,8,21,2.8,"73.3%","3.3%","15.1%",,,,,0.8,,125,"8.3%",,98,"9.7%",,1.67,0.42,0.33
"MISSING","JD Gaming","Support",13,"69%","62%",4,18,165,9.4,"79.7%","1.9%","9.8%",,,,,0.8,,146,"5.9%",,106,"9.1%",,2.05,0.51,0.33
"ON","Weibo Gaming","Support",4,"25%","100%",2,10,17,1.9,"67.9%","7.1%","16.9%",,,,,3.3,,184,"8.4%",,141,"12.0%",,1.26,0.33,0.39
"Photic","Victory Five","ADC",5,"40%","100%",16,13,21,2.8,"75.5%","32.7%","18.1%",,,,,10.5,,593,"30.9%",,328,"31.1%",,0.37,0.08,0.4
"ppgod","Victory Five","Support",5,"40%","0%",3,11,39,3.8,"85.7%","6.1%","15.3%",,,,,0.2,,192,"10.4%",,92,"8.6%",,1.57,0.4,0.11
"Qingtian","Top Esports","Top",1,"0%","100%",2,5,4,1.2,"60.0%","20.0%","26.3%",,,,,7.1,,378,"19.3%",,221,"20.5%",,0.32,0.19,0.22
"Rich","Victory Five","Top",5,"40%","80%",6,16,27,2.1,"67.3%","12.2%","22.2%",,,,,6.8,,351,"18.4%",,201,"19.3%",,0.36,0.09,0.29
"Rookie","Victory Five","Middle",5,"40%","20%",10,12,27,3.1,"75.5%","20.4%","16.7%",,,,,8.4,,499,"26.9%",,242,"23.3%",,0.28,0.24,0.33
"Scout","EDward Gaming","Middle",20,"55%","50%",60,31,110,5.5,"65.4%","23.1%","16.8%",,,,,8.4,,553,"25.5%",,267,"23.4%",,0.28,0.13,0.2
"shanji","Oh My God","Top",5,"40%","40%",12,12,25,3.1,"50.0%","16.2%","14.8%",,,,,8.2,,516,"25.5%",,262,"22.3%",,0.36,0.22,0.19
"SofM","Weibo Gaming","Jungle",4,"25%","50%",6,15,17,1.5,"82.1%","21.4%","25.4%",,,,,4.9,,203,"9.3%",,162,"15.2%",,0.43,0.33,0.41
"Summit","FunPlus Phoenix","Top",9,"44%","67%",28,35,42,2,"58.3%","23.3%","24.8%",,,,,8.2,,489,"24.3%",,270,"22.7%",,0.29,0.13,0.23
"Tarzan","LNG Esports","Jungle",20,"50%","25%",42,51,133,3.4,"70.3%","16.9%","21.3%",,,,,4.6,,297,"14.6%",,177,"15.7%",,0.37,0.35,0.47
"TheShy","Weibo Gaming","Top",4,"25%","25%",1,18,10,0.6,"39.3%","3.6%","30.5%",,,,,7.8,,537,"25.9%",,209,"19.9%",,0.34,0.12,0.1
"Tian","Top Esports","Jungle",18,"56%","50%",36,57,133,3,"68.7%","14.6%","24.5%",,,,,4.8,,271,"12.3%",,186,"16.3%",,0.48,0.42,0.37
"Viper","EDward Gaming","ADC",20,"55%","45%",108,33,71,5.4,"68.8%","41.5%","17.8%",,,,,10.2,,761,"35.4%",,341,"29.6%",,0.54,0.17,0.55
"Wayward","Top Esports","Top",17,"59%","47%",42,41,109,3.7,"64.0%","17.8%","19.2%",,,,,7.9,,446,"20.6%",,257,"22.5%",,0.4,0.24,0.23
"Wei","Royal Never Give Up","Jungle",4,"25%","50%",6,15,11,1.1,"56.7%","20.0%","28.3%",,,,,5,,266,"17.8%",,164,"17.0%",,0.39,0.38,0.34
"Weiwei","Bilibili Gaming","Jungle",4,"25%","75%",5,14,22,1.9,"62.8%","11.6%","21.9%",,,,,4.5,,273,"15.1%",,152,"14.9%",,0.36,0.33,0.45
"Xiaohu","Royal Never Give Up","Middle",4,"25%","75%",6,12,10,1.3,"53.3%","20.0%","22.6%",,,,,7.2,,296,"18.6%",,196,"20.3%",,0.29,0.15,0.22
"XLB","Victory Five","Jungle",3,"33%","100%",12,10,8,2,"74.1%","44.4%","23.8%",,,,,5,,283,"15.7%",,199,"19.2%",,0.32,0.24,0.56
"Yagao","JD Gaming","Middle",13,"69%","38%",50,38,98,3.9,"69.8%","23.6%","20.7%",,,,,8.3,,624,"24.9%",,270,"22.8%",,0.38,0.13,0.35
