"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","JD Gaming","Top",13,"69%","77%",20,15,64,5.6,"54.9%","13.1%","11.1%",,,,,8.2,,455,"21.4%",,253,"20.7%",,0.3,0.13,0.18
"Able","Oh My God","ADC",5,"40%","40%",15,14,23,2.7,"73.1%","28.8%","19.4%",,,,,9.1,,510,"22.2%",,279,"23.8%",,0.67,0.07,0.38
"Aki","Oh My God","Jungle",5,"40%","60%",6,15,29,2.3,"67.3%","11.5%","20.8%",,,,,5.4,,331,"14.5%",,194,"17.2%",,0.27,0.21,0.29
"Ale","EDward Gaming","Top",14,"57%","57%",43,27,59,3.8,"54.3%","22.9%","17.1%",,,,,8.4,,433,"19.6%",,270,"22.6%",,0.44,0.18,0.21
"Angel","Ninjas in Pyjamas","Middle",8,"50%","50%",21,20,39,3,"63.2%","22.1%","19.2%",,,,,8.6,,383,"20.8%",,261,"22.9%",,0.31,0.17,0.33
"Bin","Bilibili Gaming","Top",11,"36%","27%",29,26,52,3.1,"54.7%","19.6%","15.0%",,,,,9.1,,499,"21.1%",,289,"24.1%",,0.43,0.14,0.16
"Breathe","Royal Never Give Up","Top",4,"25%","50%",9,8,13,2.8,"53.7%","22.0%","14.8%",,,,,9.2,,352,"17.2%",,288,"25.1%",,0.41,0.14,0.25
"Creme","Oh My God","Middle",5,"40%","60%",22,13,20,3.2,"80.8%","42.3%","18.1%",,,,,9.5,,835,"36.9%",,337,"29.2%",,0.43,0.14,0.25
"Crisp","Weibo Gaming","Support",9,"56%","33%",4,30,79,2.8,"64.8%","3.1%","23.8%",,,,,1.2,,125,"5.8%",,108,"9.4%",,1.75,0.62,0.38
"Cube","Team WE","Top",4,"25%","50%",5,12,18,1.9,"62.2%","13.5%","21.8%",,,,,7.3,,315,"13.4%",,224,"19.9%",,0.55,0.19,0.14
"Elk","Bilibili Gaming","ADC",11,"36%","73%",52,37,55,2.9,"72.3%","35.1%","21.4%",,,,,9.3,,764,"29.8%",,318,"25.9%",,0.38,0.12,0.37
"FoFo","EDward Gaming","Middle",14,"57%","29%",46,24,90,5.7,"72.3%","24.5%","15.2%",,,,,8.7,,680,"29.4%",,276,"23.0%",,0.42,0.14,0.25
"GALA","LNG Esports","ADC",23,"57%","30%",92,31,134,7.3,"73.1%","29.8%","12.8%",,,,,9.6,,629,"28.2%",,307,"26.3%",,0.41,0.16,0.34
"Hang","LNG Esports","Support",23,"57%","48%",14,67,195,3.1,"67.6%","4.5%","27.6%",,,,,1.1,,133,"6.1%",,105,"9.0%",,1.81,0.51,0.36
"Heng","Team WE","Jungle",4,"25%","50%",4,13,24,2.2,"75.7%","10.8%","23.6%",,,,,5.1,,240,"10.4%",,177,"15.9%",,0.41,0.32,0.33
"Hope","Team WE","ADC",4,"25%","50%",13,11,13,2.4,"70.3%","35.1%","20.0%",,,,,8.9,,776,"34.7%",,287,"26.0%",,0.59,0.19,0.32
"Invincible","Ninjas in Pyjamas","Top",8,"50%","63%",23,20,32,2.8,"57.9%","24.2%","19.2%",,,,,7.9,,473,"27.8%",,251,"22.5%",,0.36,0.13,0.16
"Iwandy","Team WE","Support",4,"25%","50%",1,12,25,2.2,"70.3%","2.7%","21.8%",,,,,1.1,,141,"6.1%",,98,"8.8%",,2.15,0.58,0.48
"JackeyLove","Top Esports","ADC",13,"38%","31%",55,42,82,3.3,"80.1%","32.2%","20.6%",,,,,9.2,,740,"31.1%",,301,"26.2%",,0.48,0.17,0.42
"JieJie","EDward Gaming","Jungle",14,"57%","43%",23,26,130,5.9,"81.4%","12.2%","16.5%",,,,,4.9,,350,"15.4%",,202,"16.9%",,0.3,0.25,0.45
"Kanavi","JD Gaming","Jungle",13,"69%","62%",26,34,99,3.7,"81.7%","17.0%","25.2%",,,,,6,,349,"16.1%",,222,"17.9%",,0.37,0.26,0.37
"knight","JD Gaming","Middle",13,"69%","31%",55,27,51,3.9,"69.3%","35.9%","20.0%",,,,,9.5,,645,"29.5%",,321,"25.6%",,0.35,0.14,0.33
"Lele","Royal Never Give Up","Support",2,"50%","100%",1,10,14,1.5,"45.5%","3.0%","31.3%",,,,,0.9,,111,"5.1%",,100,"8.1%",,2.2,0.56,0.32
"Light","Weibo Gaming","ADC",9,"56%","78%",45,11,39,7.6,"65.6%","35.2%","8.7%",,,,,9.9,,550,"25.7%",,339,"28.8%",,0.43,0.12,0.39
"LP","Royal Never Give Up","ADC",4,"25%","75%",9,9,17,2.9,"63.4%","22.0%","16.7%",,,,,10,,511,"27.4%",,306,"25.7%",,0.41,0.15,0.41
"LvMao","Royal Never Give Up","Support",2,"0%","0%",1,8,1,0.3,"25.0%","12.5%","36.4%",,,,,1.3,,131,"8.4%",,82,"8.0%",,1.64,0.48,0.43
"Mark","Top Esports","Support",13,"38%","62%",9,45,122,2.9,"76.6%","5.3%","22.1%",,,,,1.1,,125,"5.4%",,102,"9.0%",,1.6,0.5,0.31
"Meiko","EDward Gaming","Support",14,"57%","50%",11,43,141,3.5,"80.9%","5.9%","27.2%",,,,,1.2,,201,"9.2%",,113,"9.4%",,1.56,0.46,0.42
"MISSING","JD Gaming","Support",13,"69%","46%",7,37,117,3.4,"81.0%","4.6%","27.4%",,,,,1.1,,151,"7.0%",,113,"9.1%",,1.88,0.54,0.27
"ON","Bilibili Gaming","Support",11,"36%","45%",3,48,97,2.1,"67.6%","2.0%","27.7%",,,,,1.4,,134,"5.6%",,107,"9.0%",,1.63,0.64,0.42
"Photic","Ninjas in Pyjamas","ADC",8,"50%","25%",31,19,38,3.6,"72.6%","32.6%","18.3%",,,,,9.8,,531,"29.9%",,317,"28.1%",,0.45,0.07,0.36
"ppgod","Oh My God","Support",5,"40%","60%",4,18,37,2.3,"78.8%","7.7%","25.0%",,,,,1.2,,152,"6.6%",,116,"9.9%",,1.73,0.48,0.3
"Rookie","Top Esports","Middle",13,"38%","54%",62,36,63,3.5,"73.1%","36.3%","17.6%",,,,,8.8,,706,"30.4%",,291,"25.4%",,0.41,0.2,0.19
"Ruler","JD Gaming","ADC",13,"69%","69%",45,22,66,5,"72.5%","29.4%","16.3%",,,,,10.1,,560,"26.0%",,330,"26.7%",,0.46,0.18,0.47
"Scout","LNG Esports","Middle",23,"57%","65%",101,54,137,4.4,"77.0%","32.7%","22.2%",,,,,9,,676,"30.8%",,311,"26.6%",,0.35,0.18,0.27
"shad0w","Ninjas in Pyjamas","Jungle",8,"50%","63%",16,26,63,3,"83.2%","16.8%","25.0%",,,,,4.8,,260,"14.5%",,189,"17.0%",,0.43,0.33,0.28
"shanji","Oh My God","Top",5,"40%","60%",5,12,25,2.5,"57.7%","9.6%","16.7%",,,,,7.4,,450,"19.8%",,225,"19.9%",,0.38,0.22,0.2
"Shanks","Team WE","Middle",4,"25%","100%",14,7,14,4,"75.7%","37.8%","12.7%",,,,,9.8,,787,"35.3%",,326,"29.5%",,0.4,0.16,0.34
"Tangyuan","Royal Never Give Up","Middle",4,"25%","25%",14,10,13,2.7,"65.9%","34.1%","18.5%",,,,,8.5,,556,"28.6%",,268,"23.6%",,0.5,0.17,0.28
"Tarzan","LNG Esports","Jungle",23,"57%","48%",42,53,199,4.5,"78.0%","13.6%","21.8%",,,,,4.7,,309,"13.9%",,190,"16.3%",,0.4,0.34,0.33
