"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Photic","Victory Five","ADC",13,"46%","92%",55,31,66,3.9,"64.0%","29.1%","15.0%",,,,,9.6,,520,"27.6%",,307,"26.9%",,0.4,0.11,0.46
"ppgod","Victory Five","Support",13,"46%","38%",9,49,115,2.5,"65.6%","4.8%","23.7%",,,,,1,,121,"6.7%",,103,"9.0%",,1.58,0.41,0.39
"Rich","Victory Five","Top",13,"46%","38%",35,55,71,1.9,"56.1%","18.5%","26.6%",,,,,8.2,,549,"29.0%",,267,"23.3%",,0.35,0.12,0.31
"Rookie","Victory Five","Middle",13,"46%","54%",38,31,94,4.3,"69.8%","20.1%","15.0%",,,,,8.2,,453,"24.1%",,259,"22.8%",,0.34,0.21,0.27
"Scout","EDward Gaming","Middle",8,"50%","38%",40,15,38,5.2,"68.4%","35.1%","12.9%",,,,,8.7,,522,"24.8%",,302,"25.7%",,0.37,0.13,0.27
"SofM","Weibo Gaming","Jungle",9,"56%","56%",28,24,61,3.7,"62.7%","19.7%","17.5%",,,,,5.8,,276,"13.0%",,216,"18.0%",,0.51,0.36,0.51
"Strive","Rare Atom","Middle",4,"25%","50%",9,13,21,2.3,"73.2%","22.0%","19.7%",,,,,7.8,,450,"25.7%",,234,"21.9%",,0.54,0.19,0.28
"Tarzan","LNG Esports","Jungle",3,"0%","67%",3,12,15,1.5,"69.2%","11.5%","19.7%",,,,,5.3,,204,"13.0%",,166,"17.0%",,0.35,0.31,0.43
"TheShy","Weibo Gaming","Top",9,"56%","33%",38,40,43,2,"57.0%","26.8%","29.2%",,,,,7.8,,638,"30.0%",,278,"23.2%",,0.34,0.19,0.26
"Tian","Top Esports","Jungle",25,"60%","68%",85,58,183,4.6,"66.5%","21.1%","19.5%",,,,,5.5,,241,"12.6%",,214,"17.7%",,0.46,0.38,0.47
"Viper","EDward Gaming","ADC",8,"50%","88%",31,15,44,5,"65.8%","27.2%","12.9%",,,,,9.7,,648,"31.5%",,317,"27.2%",,0.52,0.19,0.42
"Wayward","Top Esports","Top",25,"60%","68%",71,74,134,2.8,"50.9%","17.6%","24.8%",,,,,8.3,,447,"24.6%",,268,"22.1%",,0.4,0.21,0.15
"Wei","Royal Never Give Up","Jungle",14,"64%","29%",52,49,99,3.1,"65.7%","22.6%","23.0%",,,,,4.9,,295,"15.7%",,204,"16.8%",,0.42,0.3,0.34
"Weiwei","Bilibili Gaming","Jungle",8,"50%","63%",20,15,58,5.2,"75.7%","19.4%","14.7%",,,,,5.8,,265,"13.7%",,224,"19.2%",,0.4,0.35,0.53
"Xiaohu","Royal Never Give Up","Middle",14,"64%","50%",55,35,106,4.6,"70.0%","23.9%","16.4%",,,,,7.6,,444,"22.4%",,269,"22.3%",,0.47,0.12,0.35
"Xiaolaohu","FunPlus Phoenix","Top",4,"25%","75%",6,12,16,1.8,"51.2%","14.0%","22.6%",,,,,8.2,,287,"20.8%",,248,"22.5%",,0.29,0.14,0.23
"Yagao","JD Gaming","Middle",14,"43%","50%",51,38,82,3.5,"62.1%","23.8%","14.9%",,,,,8.5,,443,"21.5%",,277,"24.4%",,0.43,0.13,0.3
"yuyanjia","Rare Atom","Support",4,"25%","25%",2,18,19,1.2,"51.2%","4.9%","27.3%",,,,,1.2,,126,"7.1%",,87,"8.2%",,1.56,0.49,0.29
