"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","Top Esports","Top",8,"75%","75%",31,25,43,3,"51.7%","21.7%","22.7%","25%",171,261,5.5,8.7,"28.0%",557,"23.4%",,299,"24.5%",,0.3,0.1,0.35
"Angel","Suning","Middle",10,"60%","50%",44,23,60,4.5,"62.7%","26.5%","14.7%","10%",24,-34,5.1,8.1,"24.3%",613,"29.4%",,269,"23.2%",,0.46,0.19,0.18
"Baolan","Invictus Gaming","Support",3,"0%","33%",0,12,11,0.9,"61.1%","0.0%","25.5%","0%",-286,241,4.3,1.1,"3.3%",115,"7.7%",,76,"8.0%",,1.38,0.49,0.2
"beishang","Team WE","Jungle",4,"25%","25%",8,10,13,2.1,"75.0%","28.6%","16.4%","50%",113,226,13,6.3,"18.0%",284,"17.4%",,205,"20.9%",,0.31,0.33,0.39
"Bin","Suning","Top",10,"60%","30%",38,44,55,2.1,"56.0%","22.9%","28.2%","20%",-11,-116,-1.8,7.5,"23.7%",504,"23.8%",,273,"23.0%",,0.39,0.14,0.16
"Biubiu","Victory Five","Top",8,"50%","50%",26,23,41,2.9,"63.2%","24.5%","20.9%","13%",-195,-309,-2.1,7.9,"27.0%",453,"24.6%",,259,"24.0%",,0.39,0.14,0.21
"Crisp","FunPlus Phoenix","Support",4,"25%","25%",4,18,21,1.4,"58.1%","9.3%","27.7%","25%",-8,-169,2,1,"2.6%",138,"7.6%",,87,"8.4%",,1.41,0.56,0.15
"Doinb","FunPlus Phoenix","Middle",4,"25%","100%",13,8,25,4.8,"88.4%","30.2%","12.3%","50%",37,118,3,9.2,"29.1%",554,"31.5%",,288,"26.8%",,0.51,0.14,0.22
"Elk","Team WE","ADC",4,"25%","100%",10,12,10,1.7,"71.4%","35.7%","19.7%","50%",-12,-14,-6.8,9.1,"33.1%",668,"39.9%",,275,"27.9%",,0.41,0.18,0.36
"GimGoon","FunPlus Phoenix","Top",4,"25%","75%",10,13,16,2,"60.5%","23.3%","20.0%","25%",305,423,0.5,7.1,"23.0%",458,"25.8%",,243,"23.1%",,0.46,0.14,0.13
"Hans SamD","Victory Five","ADC",7,"57%","71%",28,15,38,4.4,"64.1%","27.2%","15.8%","29%",-130,100,-3,9.3,"32.2%",552,"28.5%",,296,"26.6%",,0.45,0.15,0.46
"huanfeng","Suning","ADC",10,"60%","60%",48,21,68,5.5,"69.9%","28.9%","13.5%","10%",-57,-77,-3.1,8.5,"30.9%",520,"23.4%",,300,"26.1%",,0.42,0.12,0.26
"JackeyLove","Top Esports","ADC",8,"75%","50%",45,20,64,5.5,"76.2%","31.5%","18.2%","13%",-82,131,6.5,8.9,"27.2%",646,"26.9%",,308,"25.2%",,0.37,0.16,0.44
"Kanavi","JD Gaming","Jungle",9,"56%","56%",35,28,64,3.5,"73.3%","25.9%","22.4%","67%",332,136,-0.1,7.4,"19.9%",466,"22.5%",,242,"20.6%",,0.3,0.19,0.41
"Karsa","Top Esports","Jungle",8,"75%","38%",30,24,64,3.9,"65.7%","21.0%","21.8%","38%",-247,-285,-5.4,6.8,"19.0%",368,"16.7%",,235,"19.2%",,0.62,0.39,0.45
"Killua","LGD Gaming","Support",3,"67%","100%",2,7,28,4.3,"65.2%","4.3%","26.9%","33%",-192,-209,-5.3,0.7,"1.5%",188,"8.1%",,100,"8.6%",,1.55,0.49,0.28
"knight","Top Esports","Middle",8,"75%","13%",33,13,62,7.3,"66.4%","23.1%","11.8%","25%",112,-17,1.1,8.4,"23.5%",638,"27.3%",,273,"22.4%",,0.34,0.19,0.3
"Kramer","LGD Gaming","ADC",14,"50%","50%",51,30,91,4.7,"69.3%","24.9%","17.6%","43%",29,-92,-0.6,9.1,"30.0%",615,"30.0%",,296,"25.8%",,0.49,0.16,0.29
"Langx","LGD Gaming","Top",14,"50%","50%",36,38,91,3.3,"62.0%","17.6%","22.4%","0%",-183,-13,-3.4,7.9,"25.3%",438,"20.8%",,248,"21.4%",,0.41,0.13,0.13
"LokeN","JD Gaming","ADC",9,"56%","33%",32,17,60,5.4,"68.1%","23.7%","13.6%","22%",374,146,5.1,9.5,"29.7%",423,"21.9%",,302,"25.9%",,0.39,0.18,0.29
"LvMao","JD Gaming","Support",9,"56%","33%",4,37,70,2,"54.8%","3.0%","29.6%","44%",156,270,2.6,1.1,"2.9%",148,"7.4%",,93,"8.0%",,1.79,0.5,0.41
"Lwx","FunPlus Phoenix","ADC",4,"25%","25%",8,14,19,1.9,"62.8%","18.6%","21.5%","25%",-135,-215,-2.3,8.5,"29.9%",336,"18.5%",,247,"24.3%",,0.45,0.18,0.38
