"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Mark","LGD Gaming","Support",11,"45%","64%",8,27,98,3.9,"66.7%","5.0%","18.8%","64%",32,-198,-4.2,1,"3.0%",179,"9.1%",,109,"9.6%",,1.52,0.43,0.36
"MISSING","Team WE","Support",4,"25%","0%",2,16,21,1.4,"82.1%","7.1%","26.2%","50%",93,175,6.8,1.1,"2.3%",141,"8.1%",,85,"8.5%",,1.51,0.39,0.31
"Mole","Victory Five","Middle",8,"50%","25%",32,22,34,3,"62.3%","30.2%","20.0%","25%",-90,-26,-4,8.1,"25.1%",477,"26.2%",,252,"23.1%",,0.35,0.14,0.15
"Morgan","Team WE","Top",4,"25%","25%",4,12,11,1.3,"53.6%","14.3%","19.7%","0%",-52,-250,-1.3,7.8,"25.2%",237,"13.5%",,220,"22.4%",,0.41,0.3,0.22
"Ning","Invictus Gaming","Jungle",3,"0%","67%",4,10,6,1,"55.6%","22.2%","21.3%","0%",-391,-561,-11.7,5.4,"15.4%",159,"10.8%",,170,"17.9%",,0.31,0.3,0.22
"Peanut","LGD Gaming","Jungle",14,"50%","43%",45,27,101,5.4,"71.2%","22.0%","15.9%","36%",-38,9,-0.4,5.8,"18.0%",343,"16.7%",,214,"19.0%",,0.33,0.24,0.51
"ppgod","Victory Five","Support",8,"50%","63%",4,20,70,3.7,"69.8%","3.8%","18.2%","38%",-74,-129,-1.6,1,"2.7%",120,"6.9%",,99,"8.9%",,1.41,0.42,0.37
"Puff","Invictus Gaming","ADC",3,"0%","0%",6,9,4,1.1,"55.6%","33.3%","19.1%","0%",-184,-238,-5,8.6,"27.1%",289,"19.9%",,241,"25.4%",,0.34,0.08,0.25
"Rookie","Invictus Gaming","Middle",3,"0%","100%",7,6,5,2,"66.7%","38.9%","12.8%","0%",-336,217,5.3,8.3,"24.6%",431,"29.5%",,222,"23.4%",,0.42,0.24,0.08
"SofM","Suning","Jungle",10,"60%","80%",27,33,81,3.3,"65.1%","16.3%","21.2%","30%",188,404,6.4,5.9,"18.1%",342,"15.7%",,211,"18.2%",,0.67,0.36,0.51
"SwordArt","Suning","Support",10,"60%","50%",9,35,86,2.7,"57.2%","5.4%","22.4%","10%",22,138,0.1,1.1,"2.9%",158,"7.6%",,108,"9.5%",,1.54,0.45,0.3
"Teacherma","Team WE","Middle",4,"25%","75%",4,11,14,1.6,"64.3%","14.3%","18.0%","0%",-191,-259,-3.8,7.4,"21.5%",375,"21.1%",,199,"20.3%",,0.51,0.24,0.18
"TheShy","Invictus Gaming","Top",3,"0%","33%",1,10,7,0.8,"44.4%","5.6%","21.3%","0%",334,88,7,8.3,"29.6%",464,"32.0%",,242,"25.4%",,0.32,0.01,0.15
"Tian","FunPlus Phoenix","Jungle",4,"25%","25%",8,12,25,2.8,"76.7%","18.6%","18.5%","75%",131,-387,-8.8,5.1,"15.4%",303,"16.5%",,181,"17.5%",,0.55,0.56,0.35
"Weiwei","Victory Five","Jungle",8,"50%","50%",16,26,60,2.9,"71.7%","15.1%","23.6%","50%",-270,-98,0.4,5.3,"14.5%",262,"14.7%",,188,"17.6%",,0.42,0.38,0.46
"xiye","LGD Gaming","Middle",14,"50%","36%",63,41,85,3.6,"72.2%","30.7%","24.1%","21%",270,96,1,8.1,"24.0%",498,"23.7%",,284,"24.4%",,0.33,0.14,0.2
"y4","Victory Five","ADC",1,"0%","0%",0,4,2,0.5,"66.7%","0.0%","26.7%","100%",-505,615,13,7,"19.5%",249,"21.3%",,184,"24.0%",,0.4,0.09,0.04
"Yagao","JD Gaming","Middle",9,"56%","78%",32,20,60,4.6,"68.1%","23.7%","16.0%","11%",-286,-83,-6.1,7.9,"22.5%",466,"24.6%",,256,"21.9%",,0.37,0.11,0.26
"yuyanjia","Top Esports","Support",8,"75%","63%",4,28,88,3.3,"64.3%","2.8%","25.5%","13%",-35,-90,0.4,1,"2.3%",128,"5.7%",,107,"8.7%",,1.68,0.49,0.32
"Zoom","JD Gaming","Top",9,"56%","56%",32,23,50,3.6,"60.7%","23.7%","18.4%","44%",95,87,2.2,8.4,"24.9%",438,"23.5%",,278,"23.6%",,0.46,0.14,0.17
