"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Angel","Suning","Middle",3,"100%","67%",9,3,22,10.3,"70.5%","20.5%","11.5%","33%",317,-32,9.3,9.2,"28.4%",575,"25.0%",,285,"23.6%",,0.47,0.19,0.21
"Baolan","Invictus Gaming","Support",9,"44%","56%",5,42,61,1.6,"51.6%","3.9%","28.4%","44%",91,148,1.8,1.1,"2.8%",119,"5.2%",,94,"8.2%",,1.73,0.66,0.31
"Bin","Suning","Top",3,"100%","33%",7,9,21,3.1,"63.6%","15.9%","34.6%","67%",724,379,7.7,7.3,"20.4%",414,"18.4%",,254,"21.2%",,0.46,0.25,0.19
"Crisp","FunPlus Phoenix","Support",5,"40%","80%",5,17,44,2.9,"62.0%","6.3%","22.1%","0%",-124,-139,-2.6,0.9,"2.6%",100,"5.3%",,102,"9.2%",,1.38,0.54,0.22
"Doinb","FunPlus Phoenix","Middle",5,"40%","20%",21,9,36,6.3,"72.2%","26.6%","11.7%","40%",-253,-294,-19.2,8.4,"31.3%",523,"28.6%",,278,"25.0%",,0.56,0.13,0.16
"GimGoon","FunPlus Phoenix","Top",5,"40%","20%",14,18,27,2.3,"51.9%","17.7%","23.4%","40%",90,-116,-3,6.3,"18.7%",359,"20.2%",,208,"18.4%",,0.45,0.15,0.08
"huanfeng","Suning","ADC",3,"100%","33%",16,3,14,10,"68.2%","36.4%","11.5%","0%",313,429,9.3,9.1,"29.9%",687,"29.6%",,318,"26.6%",,0.45,0.11,0.27
"Kramer","LGD Gaming","ADC",7,"43%","57%",29,18,30,3.3,"62.1%","30.5%","18.6%","14%",-121,-157,-5,8.9,"30.1%",565,"27.3%",,295,"26.9%",,0.45,0.12,0.29
"Langx","LGD Gaming","Top",7,"43%","43%",14,22,44,2.6,"61.1%","14.7%","22.7%","14%",-377,-200,-5.3,7.3,"22.0%",432,"21.7%",,220,"20.4%",,0.43,0.12,0.18
"Lwx","FunPlus Phoenix","ADC",5,"40%","20%",19,17,32,3,"64.6%","24.1%","22.1%","0%",0,59,6.4,8.4,"25.9%",474,"26.2%",,287,"25.2%",,0.41,0.14,0.33
"Mark","LGD Gaming","Support",7,"43%","29%",4,21,60,3,"67.4%","4.2%","21.6%","29%",-143,-9,-0.5,1,"2.7%",147,"7.6%",,94,"8.6%",,1.65,0.51,0.36
"Ning","Invictus Gaming","Jungle",9,"44%","44%",30,25,56,3.4,"67.2%","23.4%","16.9%","44%",5,57,2.1,6.3,"22.0%",292,"13.4%",,231,"20.8%",,0.39,0.32,0.47
"Peanut","LGD Gaming","Jungle",7,"43%","29%",22,14,53,5.4,"78.9%","23.2%","14.4%","14%",-496,-451,-8,6.2,"18.6%",323,"15.5%",,217,"19.4%",,0.39,0.24,0.49
"Puff","Invictus Gaming","ADC",9,"44%","67%",34,17,51,5,"66.4%","26.6%","11.5%","11%",-27,-80,-3.8,9.1,"30.2%",542,"23.9%",,306,"27.1%",,0.37,0.12,0.29
"Rookie","Invictus Gaming","Middle",9,"44%","44%",36,25,55,3.6,"71.1%","28.1%","16.9%","33%",197,248,15,7.4,"20.5%",640,"29.1%",,241,"21.8%",,0.34,0.19,0.24
"SofM","Suning","Jungle",3,"100%","67%",11,3,25,12,"81.8%","25.0%","11.5%","67%",654,1030,17.7,6.6,"18.0%",509,"21.4%",,248,"20.0%",,0.73,0.39,0.45
"SwordArt","Suning","Support",3,"100%","33%",1,8,29,3.8,"68.2%","2.3%","30.8%","33%",250,-147,0.7,1.1,"3.3%",125,"5.5%",,103,"8.6%",,1.86,0.48,0.41
"TheShy","Invictus Gaming","Top",9,"44%","78%",23,39,43,1.7,"51.6%","18.0%","26.4%","0%",-45,81,3,7.5,"24.5%",622,"28.3%",,247,"22.1%",,0.34,0.06,0.09
"Tian","FunPlus Phoenix","Jungle",5,"40%","80%",20,16,39,3.7,"74.7%","25.3%","20.8%","20%",194,-168,-4.4,6.6,"21.6%",358,"19.8%",,253,"22.2%",,0.41,0.41,0.59
"xiye","LGD Gaming","Middle",7,"43%","71%",26,22,49,3.4,"78.9%","27.4%","22.7%","14%",-211,-69,-8.7,8.2,"26.6%",559,"28.0%",,271,"24.8%",,0.37,0.14,0.22
