"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Flandre","EDward Gaming","Top",35,"71%","34%",108,91,195,3.3,"55.4%","19.7%","24.7%",,,,,8.2,,464,"22.2%",,271,"22.4%",,0.27,0.13,0.23
"FoFo","Rare Atom","Middle",41,"61%","34%",138,61,228,6,"69.4%","26.2%","13.0%",,,,,8.4,,515,"25.5%",,265,"23.0%",,0.36,0.14,0.23
"Forge","Rogue Warriors","Middle",39,"36%","56%",122,98,202,3.3,"69.4%","26.1%","16.5%",,,,,8.1,,470,"24.2%",,256,"24.1%",,0.39,0.17,0.21
"GALA","Royal Never Give Up","ADC",39,"64%","59%",162,80,206,4.6,"61.7%","27.2%","16.1%",,,,,9.5,,596,"28.2%",,305,"25.3%",,0.43,0.13,0.37
"Garvey","LGD Gaming","Top",17,"41%","41%",46,61,114,2.6,"66.7%","19.2%","24.0%",,,,,7.8,,527,"25.8%",,253,"22.7%",,0.38,0.18,0.21
"H4cker","Ultra Prime","Jungle",39,"33%","41%",118,120,204,2.7,"70.8%","25.9%","19.8%",,,,,6,,351,"18.7%",,212,"19.6%",,0.38,0.3,0.32
"Hang","Rare Atom","Support",41,"61%","44%",24,100,331,3.6,"67.4%","4.6%","21.3%",,,,,1.4,,148,"7.6%",,107,"9.5%",,1.57,0.48,0.37
"Hans SamD","ThunderTalk Gaming","ADC",36,"22%","39%",97,90,129,2.5,"61.2%","26.3%","15.2%",,,,,9.4,,519,"27.7%",,276,"26.8%",,0.44,0.15,0.35
"huanfeng","Suning","ADC",42,"57%","50%",144,51,229,7.3,"66.4%","25.6%","11.7%",,,,,9.7,,521,"27.7%",,304,"26.3%",,0.57,0.15,0.38
"hulatang","LNG Esports","Top",1,"0%","100%",0,5,4,0.8,"66.7%","0.0%","33.3%",,,,,7.4,,329,"17.0%",,186,"20.7%",,0.49,0.2,0.2
"iBoy","Rare Atom","ADC",41,"61%","54%",137,82,199,4.1,"63.8%","26.0%","17.5%",,,,,9.4,,517,"25.4%",,299,"25.8%",,0.44,0.12,0.48
"icecoKe","Rogue Warriors","Jungle",15,"20%","60%",32,45,75,2.4,"79.3%","23.7%","17.9%",,,,,6,,333,"18.6%",,197,"20.3%",,0.42,0.24,0.3
"icon","LNG Esports","Middle",44,"57%","64%",137,100,251,3.9,"66.0%","23.3%","20.6%",,,,,8.1,,459,"23.6%",,254,"22.6%",,0.42,0.18,0.18
"Invincible","Victory Five","Top",13,"8%","46%",13,46,48,1.3,"65.6%","14.0%","20.9%",,,,,7.6,,346,"22.8%",,206,"22.3%",,0.39,0.21,0.2
"irma","Ultra Prime","Middle",5,"40%","40%",7,14,34,2.9,"71.9%","12.3%","19.4%",,,,,7.8,,405,"22.6%",,222,"21.2%",,0.36,0.16,0.22
"Iwandy","LNG Esports","Support",38,"58%","47%",33,97,335,3.8,"71.9%","6.4%","23.7%",,,,,1.2,,123,"6.3%",,104,"9.1%",,1.79,0.52,0.42
"JackeyLove","Top Esports","ADC",38,"61%","55%",147,102,232,3.7,"63.6%","24.7%","21.6%",,,,,9,,676,"30.3%",,302,"24.9%",,0.43,0.18,0.35
"JieJie","EDward Gaming","Jungle",33,"76%","64%",116,59,264,6.4,"71.6%","21.8%","17.9%",,,,,5.9,,387,"17.5%",,230,"18.8%",,0.39,0.33,0.35
"JingYi","FunPlus Phoenix","ADC",2,"100%","50%",8,5,12,4,"51.3%","20.5%","27.8%",,,,,8.1,,356,"15.1%",,280,"22.2%",,0.54,0.12,0.27
"JunJia","EDward Gaming","Jungle",1,"0%","0%",2,4,2,1,"66.7%","33.3%","22.2%",,,,,5.6,,317,"16.8%",,186,"21.1%",,0.34,0.31,0.37
"Kaixuan","Rogue Warriors","Support",3,"0%","100%",2,8,10,1.5,"80.0%","13.3%","17.4%",,,,,0.8,,217,"15.3%",,85,"10.3%",,1.45,0.43,0.33
"Kanavi","JD Gaming","Jungle",37,"46%","46%",147,119,232,3.2,"74.8%","29.0%","21.4%",,,,,6.5,,428,"21.1%",,242,"20.9%",,0.41,0.19,0.47
"Karsa","Top Esports","Jungle",38,"61%","55%",97,105,283,3.6,"63.8%","16.3%","22.2%",,,,,6.3,,360,"16.3%",,226,"18.6%",,0.43,0.36,0.31
"Kedaya","LNG Esports","Support",6,"50%","50%",3,16,43,2.9,"60.5%","3.9%","21.3%",,,,,1,,125,"6.6%",,88,"8.2%",,1.79,0.57,0.35
"Kepler","Victory Five","ADC",35,"9%","49%",78,93,92,1.8,"62.7%","28.8%","17.0%",,,,,9.3,,497,"31.2%",,256,"27.1%",,0.5,0.1,0.35
"knight","Top Esports","Middle",38,"61%","32%",221,63,174,6.3,"66.3%","37.1%","13.3%",,,,,9,,545,"25.0%",,311,"25.8%",,0.27,0.13,0.29
"Kramer","LGD Gaming","ADC",37,"46%","43%",139,93,176,3.4,"62.1%","27.4%","17.1%",,,,,9.2,,571,"27.7%",,285,"25.6%",,0.51,0.15,0.34
"Langx","ThunderTalk Gaming","Top",26,"23%","50%",45,89,107,1.7,"60.3%","17.9%","21.1%",,,,,7.7,,422,"22.7%",,226,"22.3%",,0.37,0.08,0.16
"Leaky","Rogue Warriors","Top",15,"20%","53%",25,69,57,1.2,"60.7%","18.5%","27.5%",,,,,7.1,,383,"21.1%",,198,"20.3%",,0.33,0.11,0.16
