"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","JD Gaming","Top",38,"68%","51%",105,105,240,3.3,"58.2%","17.7%","22.0%",,,,,7.8,,543,"25.7%",,265,"21.9%",,0.3,0.13,0.25
"Able","Oh My God","ADC",41,"49%","46%",166,115,176,3,"65.9%","32.0%","18.9%",,,,,9,,484,"25.0%",,303,"26.6%",,0.67,0.13,0.49
"Ahn","Invictus Gaming","ADC",12,"42%","42%",46,37,51,2.6,"58.1%","27.5%","20.9%",,,,,9.1,,515,"26.5%",,295,"23.9%",,0.39,0.1,0.38
"Aki","Oh My God","Jungle",41,"49%","71%",109,108,241,3.2,"67.4%","21.0%","17.7%",,,,,5.7,,264,"13.9%",,217,"19.2%",,0.39,0.27,0.33
"Ale","LNG Esports","Top",42,"60%","43%",119,114,183,2.6,"51.4%","20.3%","22.5%",,,,,8.5,,478,"24.0%",,273,"23.0%",,0.36,0.16,0.19
"Aliez","Ultra Prime","Top",17,"35%","65%",48,53,76,2.3,"51.9%","20.1%","19.3%",,,,,7.3,,412,"20.8%",,227,"20.9%",,0.32,0.17,0.2
"Angel","Weibo Gaming","Middle",39,"59%","62%",116,50,210,6.5,"69.2%","24.6%","11.0%",,,,,8.7,,492,"24.3%",,276,"23.4%",,0.43,0.2,0.28
"Beichuan","FunPlus Phoenix","Jungle",12,"58%","67%",27,29,75,3.5,"71.8%","19.0%","18.8%",,,,,5.9,,255,"14.1%",,211,"17.5%",,0.37,0.26,0.4
"beishang","Team WE","Jungle",25,"48%","44%",54,69,179,3.4,"70.0%","16.2%","22.0%",,,,,4.9,,253,"13.4%",,182,"16.2%",,0.32,0.31,0.39
"Betty","Anyone's Legend","ADC",40,"35%","60%",165,88,235,4.5,"75.8%","31.3%","15.3%",,,,,9.1,,534,"29.1%",,298,"26.9%",,0.39,0.15,0.35
"Bin","Royal Never Give Up","Top",39,"64%","38%",125,91,164,3.2,"49.3%","21.3%","20.4%",,,,,8.7,,410,"21.7%",,286,"23.3%",,0.43,0.16,0.17
"Biubiu","Team WE","Top",40,"35%","53%",96,113,178,2.4,"60.8%","21.3%","20.8%",,,,,7.7,,409,"23.7%",,244,"22.5%",,0.37,0.2,0.21
"Breathe","Bilibili Gaming","Top",44,"57%","57%",164,113,196,3.2,"57.0%","25.9%","19.9%",,,,,8.5,,483,"24.6%",,282,"24.2%",,0.35,0.18,0.26
"Care","FunPlus Phoenix","Middle",13,"62%","54%",38,27,98,5,"69.4%","19.4%","16.7%",,,,,8,,372,"21.1%",,261,"20.9%",,0.68,0.26,0.41
