"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","JD Gaming","Top",12,"75%","75%",26,28,80,3.8,"54.9%","13.5%","20.7%",,,,,7.4,,426,"18.8%",,236,"18.8%",,0.45,0.2,0.14
"Able","Oh My God","ADC",18,"50%","44%",69,49,107,3.6,"72.4%","28.4%","20.2%",,,,,9.9,,653,"31.2%",,326,"28.0%",,0.35,0.03,0.41
"Aki","Oh My God","Jungle",18,"50%","56%",43,49,124,3.4,"68.7%","17.7%","20.2%",,,,,5.2,,297,"14.9%",,201,"17.5%",,0.34,0.22,0.34
"Ale","EDward Gaming","Top",12,"42%","42%",30,37,57,2.4,"54.0%","18.6%","18.3%",,,,,8.1,,450,"20.4%",,257,"22.9%",,0.43,0.17,0.15
"Angel","Royal Never Give Up","Middle",8,"50%","50%",19,20,39,2.9,"65.2%","21.3%","20.4%",,,,,8,,421,"24.4%",,250,"22.0%",,0.48,0.24,0.3
"Beichuan","ThunderTalk Gaming","Jungle",4,"25%","75%",9,15,18,1.8,"67.5%","22.5%","26.3%",,,,,5.2,,296,"16.6%",,191,"17.9%",,0.34,0.24,0.32
"Bin","Bilibili Gaming","Top",26,"58%","50%",72,61,119,3.1,"48.6%","18.3%","19.6%",,,,,8.2,,461,"21.9%",,273,"21.8%",,0.41,0.17,0.19
"Biubiu","Team WE","Top",4,"25%","0%",2,15,14,1.1,"44.4%","5.6%","20.3%",,,,,7.1,,355,"19.9%",,194,"19.7%",,0.28,0.16,0.18
"Breathe","Royal Never Give Up","Top",8,"50%","63%",20,22,24,2,"49.4%","22.5%","22.4%",,,,,8.2,,492,"28.3%",,255,"22.2%",,0.39,0.17,0.16
"Creme","Oh My God","Middle",18,"50%","44%",69,40,89,4,"65.0%","28.4%","16.5%",,,,,9.1,,537,"26.2%",,294,"25.4%",,0.38,0.12,0.26
"Crisp","Weibo Gaming","Support",3,"0%","33%",1,16,15,1,"72.7%","4.5%","27.6%",,,,,1.2,,118,"7.7%",,80,"8.4%",,1.33,0.58,0.21
"Elk","Bilibili Gaming","ADC",26,"58%","46%",140,51,128,5.3,"68.2%","35.6%","16.4%",,,,,10.1,,667,"31.4%",,353,"28.1%",,0.5,0.14,0.49
"FoFo","EDward Gaming","Middle",12,"42%","58%",47,30,76,4.1,"76.4%","29.2%","14.9%",,,,,7.5,,617,"26.9%",,241,"22.2%",,0.35,0.14,0.13
"GALA","Royal Never Give Up","ADC",8,"50%","25%",31,13,31,4.8,"69.7%","34.8%","13.3%",,,,,10.7,,500,"27.6%",,343,"29.5%",,0.5,0.1,0.42
"Hang","LNG Esports","Support",4,"25%","75%",2,15,29,2.1,"75.6%","4.9%","23.4%",,,,,0.9,,139,"6.2%",,97,"9.0%",,1.65,0.47,0.35
"Heng","Team WE","Jungle",4,"25%","100%",4,12,23,2.3,"75.0%","11.1%","16.2%",,,,,4.9,,253,"14.1%",,163,"15.9%",,0.33,0.3,0.32
"Hope","Team WE","ADC",4,"25%","25%",21,17,9,1.8,"83.3%","58.3%","23.0%",,,,,8.7,,555,"28.7%",,309,"29.4%",,0.5,0.15,0.44
"HOYA","ThunderTalk Gaming","Top",4,"25%","50%",10,10,13,2.3,"57.5%","25.0%","17.5%",,,,,7.8,,403,"21.8%",,235,"22.0%",,0.39,0.2,0.15
"huanfeng","ThunderTalk Gaming","ADC",4,"25%","100%",8,7,13,3,"52.5%","20.0%","12.3%",,,,,9.7,,478,"26.2%",,271,"25.6%",,0.5,0.18,0.4
"Iwandy","Team WE","Support",4,"25%","50%",1,14,31,2.3,"88.9%","2.8%","18.9%",,,,,1.3,,163,"9.0%",,107,"10.2%",,1.78,0.41,0.41
