"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Agresivoo","Team BDS Academy","Top",18,"50%","44%",38,52,78,2.2,"53.0%","17.4%","21.3%","22%",-209,-206,-5.9,7.7,"24.1%",446,"19.0%","16.6%",233,"21.3%",0,0.32,0.17,0.19
"Backlund","LDLC OL","Middle",18,"67%","50%",79,31,82,5.2,"66.0%","32.4%","15.7%","22%",25,-49,1.7,9.2,"27.1%",508,"23.8%","24.7%",301,"25.4%",0,0.22,0.12,0.25
"Badlulu","GameWard","Top",18,"56%","61%",46,45,82,2.8,"56.9%","20.4%","19.7%","28%",10,-13,0.4,8.1,"26.2%",444,"21.2%","19.2%",253,"22.7%",0,0.31,0.17,0.13
"Bung","IZI Dream","ADC",18,"17%","61%",57,48,81,2.9,"73.0%","30.2%","17.2%","28%",-80,62,-7.1,8.4,"29.7%",468,"24.2%","25.6%",249,"24.5%",0,0.27,0.12,0.24
"Cabochard","Karmine Corp","Top",18,"39%","67%",36,51,65,2,"48.3%","17.2%","19.1%","22%",161,60,5.2,8,"25.3%",441,"21.0%","16.7%",241,"23.2%",0,0.26,0.15,0.21
"Czajek","Vitality.Bee","Middle",18,"50%","50%",46,46,104,3.3,"65.2%","20.0%","19.2%","22%",-76,-155,-1.4,8.6,"28.2%",574,"28.4%","29.5%",257,"23.4%",1,0.28,0.19,0.21
"Czekolad","BK ROG Esports","Middle",18,"44%","56%",63,45,106,3.8,"69.0%","25.7%","18.3%","11%",66,101,1.2,8.4,"26.3%",684,"26.1%","25.9%",273,"23.7%",0,0.34,0.16,0.21
"Daglas","Vitality.Bee","Jungle",18,"50%","50%",50,54,128,3.3,"77.4%","21.7%","22.6%","39%",231,191,3.2,6,"18.7%",342,"16.5%","17.9%",219,"19.7%",1,0.17,0.2,0.35
"Darlik","IZI Dream","Support",1,"0%","0%",1,9,2,0.3,"75.0%","25.0%","36.0%","0%",-115,-198,-2,1.4,"5.3%",132,"9.9%","7.4%",98,"11.5%",0,1.15,0.37,0.3
"Djoko","IZI Dream","Jungle",17,"18%","65%",30,61,100,2.1,"70.3%","16.2%","24.0%","47%",92,-62,-1.5,4.9,"14.1%",263,"13.7%","14.7%",169,"16.9%",1,0.2,0.23,0.41
"Eckas","GameWard","Jungle",18,"56%","44%",41,46,133,3.8,"77.3%","18.2%","20.1%","67%",130,156,1.3,6,"18.5%",336,"15.6%","15.8%",218,"19.5%",2,0.47,0.25,0.5
