"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Jactroll","Vitality.Bee","Support",18,"61%","56%",17,49,189,4.2,"70.5%","5.8%","27.4%","39%",185,132,0.2,1,"2.9%",209,"9.0%","7.4%",116,"9.5%",0,1.58,0.37,0.38
"Jeskla","Vitality.Bee","ADC",18,"61%","44%",71,37,101,4.6,"58.9%","24.3%","20.7%","39%",236,-68,-1.3,8.7,"27.6%",565,"24.8%","26.0%",295,"24.6%",0,0.5,0.2,0.22
"Kackos","Misfits Premier","Top",14,"57%","43%",32,35,105,3.9,"64.9%","15.2%","19.2%","21%",2,49,-1.4,7.5,"23.6%",432,"19.3%","17.7%",242,"21.2%",0,0.43,0.15,0.13
"kamilius","GameWard","Support",18,"61%","50%",10,37,182,5.2,"72.7%","3.8%","20.4%","22%",-34,70,-4.5,0.7,"2.2%",178,"8.0%","7.0%",101,"8.6%",0,1.65,0.4,0.33
"Karim kt","Team GO","Jungle",18,"44%","44%",45,65,130,2.7,"66.3%","17.0%","21.7%","39%",-68,-48,-0.6,5,"13.5%",294,"13.5%","13.4%",187,"16.2%",2,0.51,0.41,0.31
"Kio","Solary","Top",18,"39%","28%",24,53,89,2.1,"59.2%","12.6%","23.7%","44%",-310,-439,-13.6,7.3,"21.9%",439,"23.6%","19.9%",212,"19.5%",0,0.5,0.22,0.13
"Melonik","GameWard","Top",18,"61%","56%",38,40,110,3.7,"56.1%","14.4%","22.1%","17%",15,53,0.4,8.7,"27.6%",543,"24.5%","22.2%",281,"23.6%",0,0.41,0.15,0.22
"Memento","Mirage Elyandra","Jungle",18,"17%","61%",28,53,87,2.2,"68.5%","16.7%","21.5%","50%",43,133,1.1,6.3,"15.5%",262,"15.9%","17.1%",184,"17.9%",3,0.37,0.33,0.36
"NuQ","Team GO","Top",18,"44%","39%",63,66,83,2.2,"55.3%","23.9%","22.0%","22%",-266,-75,-6.8,7.8,"26.9%",532,"23.8%","22.8%",267,"23.7%",0,0.45,0.18,0.21
"Peng","Team Oplon","Middle",18,"22%","61%",32,49,79,2.3,"64.5%","18.6%","16.4%","28%",-209,-120,-4.7,8.4,"24.8%",442,"24.4%","24.4%",236,"23.0%",0,0.43,0.17,0.22
"Ragner","LDLC OL","Top",18,"94%","61%",36,28,123,5.7,"53.9%","12.2%","17.2%","6%",126,81,4,8.4,"23.1%",522,"23.2%","20.8%",278,"21.2%",0,0.4,0.1,0.12
"RangJun","Mirage Elyandra","Middle",18,"17%","39%",42,47,68,2.3,"65.5%","25.0%","19.0%","22%",-177,-125,-5.7,8.8,"27.0%",410,"24.3%","26.1%",249,"24.2%",0,0.45,0.14,0.24
"Raxxo","Mirage Elyandra","Support",18,"17%","39%",5,57,110,2,"68.5%","3.0%","23.1%","44%",100,135,8.9,2.1,"5.5%",167,"9.6%","8.8%",101,"9.5%",0,1.64,0.4,0.38
"Reeker","Team BDS Academy","Middle",18,"61%","67%",62,50,127,3.8,"80.1%","26.3%","18.8%","22%",86,238,2.2,7.9,"22.8%",662,"29.3%","30.1%",259,"22.6%",0,0.34,0.2,0.25
"Rekkles","Karmine Corp","ADC",18,"50%","56%",60,32,94,4.8,"67.0%","26.1%","12.4%","28%",-100,98,2.9,9.3,"32.7%",624,"27.0%","28.6%",303,"26.7%",2,0.49,0.11,0.42
"Ronaldo","Team GO","Middle",18,"44%","50%",74,52,103,3.4,"67.0%","28.0%","17.3%","22%",-124,-94,-3.9,8.1,"24.2%",617,"28.1%","29.3%",272,"23.6%",0,0.4,0.18,0.16
"Saken","Karmine Corp","Middle",18,"50%","44%",53,44,104,3.6,"68.3%","23.0%","17.0%","11%",106,-10,5.6,9.2,"28.0%",685,"29.9%","31.7%",291,"25.5%",0,0.44,0.11,0.21
"Scarlet","Solary","Middle",18,"39%","39%",46,48,85,2.7,"68.6%","24.1%","21.4%","44%",8,-51,0.7,9.1,"28.3%",588,"29.9%","32.1%",279,"26.1%",0,0.42,0.16,0.19
"Selfmade","Vitality.Bee","Top",2,"50%","0%",5,10,12,1.7,"53.1%","15.6%","33.3%","0%",441,429,21,7.6,"23.6%",371,"19.8%","13.8%",241,"21.9%",0,0.51,0.19,0.21
"Sheo","Team BDS Academy","Jungle",18,"61%","44%",42,52,116,3,"66.9%","17.8%","19.5%","28%",-91,-93,-1.7,5.5,"13.8%",306,"13.7%","14.2%",192,"16.8%",3,0.45,0.26,0.56
"Shernfire","Team Oplon","Jungle",18,"22%","56%",31,77,81,1.5,"65.1%","18.0%","25.8%","39%",6,61,3.4,6.3,"14.7%",285,"15.6%","16.2%",183,"17.8%",0,0.37,0.29,0.49
"Shlatan","Misfits Premier","Jungle",2,"50%","0%",17,7,10,3.9,"73.0%","45.9%","25.0%","50%",158,-7,-5.5,5.3,"14.7%",343,"15.0%","15.4%",242,"20.9%",0,0.34,0.46,0.28
"Skeanz","Vitality.Bee","Jungle",18,"61%","44%",82,32,125,6.5,"70.9%","28.1%","17.9%","50%",153,24,-2.3,5.9,"17.8%",385,"17.0%","17.5%",235,"19.4%",0,0.36,0.38,0.26
"SMILEY","Team GO","ADC",18,"44%","72%",61,46,108,3.7,"64.0%","23.1%","15.3%","6%",68,-11,-3.3,8.6,"30.0%",578,"26.5%","27.6%",303,"26.1%",0,0.48,0.11,0.32
"Steeelback","Solary","Support",18,"39%","56%",11,30,137,4.9,"77.5%","5.8%","13.4%","56%",58,78,2.5,1.2,"3.4%",133,"7.3%","6.4%",105,"10.3%",0,1.8,0.54,0.34
"Szygenda","Vitality.Bee","Top",16,"63%","69%",50,28,97,5.3,"56.5%","19.2%","18.8%","25%",322,239,11.5,8.9,"26.8%",597,"25.8%","24.1%",297,"24.2%",0,0.35,0.15,0.2
"Twiizt","Team Oplon","Support",18,"22%","50%",13,61,113,2.1,"73.3%","7.6%","20.5%","33%",7,-73,2.5,0.9,"2.4%",132,"7.2%","6.5%",83,"8.1%",0,1.47,0.46,0.31
"Vander","Misfits Premier","Support",18,"50%","39%",14,46,163,3.8,"75.3%","6.0%","19.6%","39%",-42,-37,-6.6,0.8,"2.6%",175,"8.3%","7.2%",101,"9.2%",0,1.61,0.49,0.35
"Veignorem","Team GO","Support",18,"44%","72%",21,71,159,2.5,"68.2%","8.0%","23.7%","17%",95,31,6.9,1.9,"5.5%",172,"8.1%","6.9%",121,"10.4%",0,1.88,0.39,0.56
"Woolite","Misfits Premier","ADC",18,"50%","39%",63,48,103,3.5,"70.6%","26.8%","20.4%","33%",-44,-1,3.2,9.1,"30.9%",592,"26.9%","27.6%",295,"26.4%",0,0.42,0.13,0.37
"Xicor","Team Oplon","ADC",13,"23%","62%",38,37,43,2.2,"71.1%","33.3%","17.5%","15%",-145,-8,-9,9.5,"33.5%",494,"27.3%","28.5%",281,"27.6%",0,0.48,0.18,0.38
"xMatty","Team BDS Academy","ADC",2,"50%","50%",6,8,11,2.1,"70.8%","25.0%","32.0%","0%",-335,-33,-5,7.6,"23.7%",504,"23.8%","22.3%",225,"21.1%",0,0.29,0.05,0.27
"Yike","LDLC OL","Jungle",18,"94%","39%",70,29,136,7.1,"69.8%","23.7%","17.8%","28%",-92,-126,0.6,6.2,"16.1%",367,"16.2%","16.6%",241,"18.3%",1,0.35,0.31,0.38
"Zanzarah","Misfits Premier","Jungle",16,"50%","69%",34,53,100,2.5,"67.7%","17.2%","25.6%","38%",-3,29,-2.9,5.3,"13.8%",251,"12.1%","12.4%",180,"16.4%",6,0.37,0.36,0.33
