"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Badlulu","GameWard","Top",7,"86%","43%",22,11,74,8.7,"57.1%","13.1%","14.1%","14%",244,271,5.9,7.5,"19.3%",490,"16.8%","12.8%",277,"19.1%",0,0.42,0.23,0.2
"Boukada","Team du Sud","Jungle",11,"73%","45%",32,27,103,5,"70.7%","16.8%","23.5%","45%",-191,-215,-4.4,5.5,"16.1%",415,"18.1%","18.9%",219,"17.8%",2,0.26,0.19,0.37
"Cerecof","Lille Esport","Support",7,"14%","29%",5,52,60,1.3,"69.1%","5.3%","28.0%","14%",-404,-390,-3.6,0.9,"1.9%",162,"7.1%","6.0%",91,"8.1%",0,1.35,0.45,0.21
"Djoko","IZI Dream","Jungle",11,"27%","55%",21,35,51,2.1,"74.2%","21.6%","20.2%","36%",64,131,4.2,6,"17.6%",361,"17.7%","20.2%",219,"20.5%",1,0.27,0.23,0.24
"Eckas","GameWard","Jungle",7,"86%","43%",49,18,74,6.8,"73.2%","29.2%","23.1%","43%",675,637,13,7.5,"22.6%",920,"30.0%","33.0%",355,"23.7%",2,0.39,0.23,0.2
"Furuy","Team du Sud","Middle",11,"73%","45%",55,20,75,6.5,"68.1%","28.8%","17.4%","9%",-10,175,0.6,8.7,"27.2%",630,"28.7%","28.8%",306,"24.8%",0,0.49,0.18,0.14
"HONOR","Team du Sud","Support",11,"73%","64%",10,33,111,3.7,"63.4%","5.2%","28.7%","18%",119,159,2.1,1.1,"2.1%",147,"6.4%","6.2%",112,"9.2%",0,1.56,0.37,0.34
"Karim kt","Lille Esport","Jungle",7,"14%","57%",20,35,53,2.1,"77.7%","21.3%","18.8%","14%",-475,-505,-12.7,5.1,"15.1%",464,"18.8%","20.1%",206,"18.9%",0,0.4,0.3,0.15
"Kio","IZI Dream","Top",11,"27%","36%",19,33,34,1.6,"54.6%","19.6%","19.1%","9%",70,-154,2.3,7.6,"21.8%",459,"23.7%","17.6%",233,"21.1%",0,0.48,0.21,0.17
"Klaj","IZI Dream","Support",11,"27%","45%",3,43,54,1.3,"58.8%","3.1%","24.9%","9%",-70,-32,0.1,1.1,"2.2%",102,"5.4%","5.2%",87,"7.9%",0,1.8,0.51,0.39
"Matiaslaclasse","Team du Sud","ADC",11,"73%","73%",69,14,56,8.9,"65.4%","36.1%","12.2%","9%",56,63,0.9,10.2,"34.5%",636,"26.9%","30.7%",358,"28.9%",0,0.42,0.14,0.39
"Maynter","Team du Sud","Top",11,"73%","45%",25,21,83,5.1,"56.5%","13.1%","18.3%","36%",-36,55,-2,7.1,"20.1%",455,"19.9%","15.4%",238,"19.3%",0,0.39,0.16,0.21
"Nomanz","IZI Dream","Middle",11,"27%","73%",29,42,36,1.5,"67.0%","29.9%","24.3%","0%",-140,-213,-1.7,8.4,"25.8%",501,"25.2%","25.2%",265,"23.9%",0,0.37,0.06,0.23
"Peco","GameWard","ADC",7,"86%","43%",49,17,53,6,"60.7%","29.2%","21.8%","57%",155,-71,-1.1,8.5,"25.7%",753,"25.3%","27.8%",345,"23.5%",0,0.39,0.1,0.16
"Raxxo","GameWard","Support",7,"86%","57%",6,15,123,8.6,"76.8%","3.6%","19.2%","71%",328,190,0.1,1.2,"3.0%",179,"5.9%","5.1%",140,"9.5%",0,1.42,0.39,0.38
"Rayito","IZI Dream","ADC",11,"27%","36%",25,20,36,3.1,"62.9%","25.8%","11.6%","9%",-77,-101,-1.7,9.8,"32.7%",545,"28.1%","31.7%",292,"26.7%",0,0.42,0.15,0.28
"Smurfe","Lille Esport","Top",7,"14%","86%",15,34,46,1.8,"64.9%","16.0%","18.3%","0%",-298,-117,-6.3,7,"22.0%",501,"22.2%","20.5%",237,"21.7%",0,0.41,0.19,0.1
"twohoyrz","GameWard","Middle",7,"86%","29%",42,17,69,6.5,"66.1%","25.0%","21.8%","43%",486,227,5.1,9.2,"29.3%",677,"22.0%","21.2%",356,"24.1%",0,0.44,0.21,0.25
"Vespa","Lille Esport","ADC",7,"14%","43%",33,35,34,1.9,"71.3%","35.1%","18.8%","14%",-123,132,2.4,8.8,"32.7%",594,"24.6%","24.8%",311,"27.7%",0,0.35,0.08,0.23
"xKenzuke","Lille Esport","Middle",7,"14%","43%",21,30,32,1.8,"56.4%","22.3%","16.1%","0%",-251,-167,-3.4,8.5,"28.3%",659,"27.4%","28.6%",267,"23.6%",0,0.37,0.11,0.28
