"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Aiming","KT Rolster","ADC",3,"0%","33%",3,10,7,1,"71.4%","21.4%","20.4%","0%",202,70,11.7,10.6,"33.1%",307,"24.5%",,288,"28.3%",,0.38,0.12,0.37
"Bdd","Gen.G","Middle",3,"100%","33%",13,8,25,4.8,"74.5%","25.5%","24.2%","33%",561,331,10.7,8.6,"24.1%",569,"26.5%",,289,"22.3%",,0.41,0.21,0.33
"Ben","Kwangdong Freecs","Support",7,"57%","57%",9,18,52,3.4,"70.9%","10.5%","22.0%","14%",-62,26,-1,1,"2.4%",135,"8.7%",,99,"8.6%",,1.49,0.55,0.37
"bonO","KT Rolster","Jungle",3,"0%","100%",5,10,6,1.1,"78.6%","35.7%","20.4%","0%",-477,-71,1,6.1,"15.0%",259,"19.6%",,182,"17.7%",,0.85,0.36,0.62
"Canna","T1","Top",7,"43%","86%",14,21,32,2.2,"45.5%","13.9%","23.9%","0%",-189,-25,0.6,8.6,"26.0%",397,"21.8%",,257,"22.2%",,0.36,0.15,0.19
"Clid","Gen.G","Jungle",3,"100%","33%",4,5,30,6.8,"66.7%","7.8%","15.2%","33%",-274,209,10,6.7,"17.5%",316,"15.4%",,239,"18.5%",,1.14,0.45,0.85
"Dread","Kwangdong Freecs","Jungle",1,"0%","0%",1,4,1,0.5,"40.0%","20.0%","21.1%","0%",506,563,6,5.9,"16.9%",174,"12.5%",,156,"17.6%",,0.2,0.17,0.33
"Effort","T1","Support",7,"43%","29%",13,19,73,4.5,"85.1%","12.9%","21.6%","57%",218,89,2.9,1.6,"5.0%",173,"9.7%",,129,"11.2%",,2.48,0.57,0.68
"Ellim","T1","Jungle",7,"43%","43%",20,18,57,4.3,"76.2%","19.8%","20.5%","71%",62,-410,-9.3,5.1,"13.8%",245,"13.6%",,188,"16.5%",,0.51,0.4,0.26
"Faker","T1","Middle",7,"43%","71%",24,12,53,6.4,"76.2%","23.8%","13.6%","29%",-210,-135,-3,8.3,"23.4%",546,"30.8%",,259,"22.5%",,0.52,0.21,0.19
"Fly","Kwangdong Freecs","Middle",7,"57%","43%",14,13,45,4.5,"68.6%","16.3%","15.9%","0%",-38,-19,-5.4,8.6,"24.7%",398,"25.0%",,243,"22.1%",,0.48,0.22,0.29
"Gumayusi","T1","ADC",7,"43%","43%",30,18,41,3.9,"70.3%","29.7%","20.5%","57%",214,33,1.4,10,"31.9%",437,"24.2%",,322,"27.6%",,0.51,0.23,0.35
"Kiin","Kwangdong Freecs","Top",7,"57%","14%",21,17,34,3.2,"64.0%","24.4%","20.7%","43%",251,29,3,9.5,"27.3%",361,"21.8%",,284,"25.1%",,0.35,0.14,0.3
"Kuro","KT Rolster","Middle",1,"0%","100%",1,3,1,0.7,"66.7%","33.3%","20.0%","0%",-9,-100,7,8.8,"23.0%",486,"32.9%",,244,"23.7%",,0.55,0.26,0.26
"Life","Gen.G","Support",3,"100%","67%",3,9,26,3.2,"56.9%","5.9%","27.3%","0%",-240,-197,0.3,1.3,"3.1%",175,"8.2%",,121,"9.3%",,1.42,0.41,0.54
"Mystic","Kwangdong Freecs","ADC",7,"57%","43%",23,16,38,3.8,"70.9%","26.7%","19.5%","0%",-253,-96,-7.7,10.1,"32.0%",413,"25.9%",,305,"27.1%",,0.36,0.12,0.49
"Rascal","Gen.G","Top",3,"100%","0%",13,6,17,5,"58.8%","25.5%","18.2%","33%",363,194,1.3,8.3,"24.6%",536,"25.1%",,285,"22.1%",,0.32,0.11,0.12
"Ruler","Gen.G","ADC",3,"100%","100%",18,5,14,6.4,"62.7%","35.3%","15.2%","0%",-110,77,3,9.7,"30.7%",527,"24.8%",,360,"27.8%",,0.48,0.17,0.41
"Smeb","KT Rolster","Top",2,"0%","100%",2,6,5,1.2,"63.6%","18.2%","17.6%","0%",-453,-240,-12.5,8.4,"24.9%",311,"25.2%",,232,"22.8%",,0.31,0.13,0.24
"SoHwan","KT Rolster","Top",1,"0%","100%",1,2,2,1.5,"100.0%","33.3%","13.3%","0%",-615,-133,-4,9.4,"27.9%",292,"19.8%",,274,"26.6%",,0.48,0.23,0.45
"Spirit","Kwangdong Freecs","Jungle",6,"67%","50%",18,14,43,4.4,"75.3%","22.2%","22.2%","50%",219,316,4.3,5.4,"13.1%",319,"19.6%",,191,"17.0%",,0.99,0.4,0.88
"TusiN","KT Rolster","Support",3,"0%","67%",1,10,9,1,"71.4%","7.1%","20.4%","0%",-124,-72,-4.7,0.9,"2.6%",134,"9.9%",,79,"7.8%",,1.85,0.67,0.46
"ucal","KT Rolster","Middle",2,"0%","0%",1,8,5,0.8,"54.5%","9.1%","23.5%","0%",32,92,10,8.8,"23.5%",209,"17.5%",,218,"21.3%",,0.27,0.11,0.4
