"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Alphari","Origen","Top",12,"42%","58%",31,23,60,4,"51.1%","17.4%","15.3%","25%",452,52,10.5,7.9,"25.2%",479,"21.9%",,258,"23.9%",,0.45,0.14,0.12
"Bvoy","Misfits Gaming","ADC",4,"25%","25%",14,11,15,2.6,"74.4%","35.9%","24.4%","50%",374,-302,-5,9.7,"33.5%",552,"28.8%",,295,"29.9%",,0.42,0.14,0.41
"Bwipo","Fnatic","Top",10,"60%","50%",17,34,73,2.6,"65.2%","12.3%","25.6%","30%",-236,-166,-10.2,7,"20.7%",423,"22.9%",,230,"19.2%",,0.53,0.26,0.15
"Caps","G2 Esports","ADC",16,"69%","31%",107,57,112,3.8,"74.0%","36.1%","22.4%","31%",-70,-236,-0.9,8.8,"30.1%",747,"32.9%",,334,"27.9%",,0.35,0.14,0.28
"Carzzy","MAD Lions","ADC",12,"33%","67%",64,40,50,2.9,"58.2%","32.7%","16.8%","25%",255,211,7.5,8.7,"31.3%",573,"27.7%",,312,"27.3%",,0.36,0.15,0.2
"Dan Dan","Misfits Gaming","Top",4,"25%","50%",6,11,18,2.2,"61.5%","15.4%","24.4%","50%",-360,-471,-11.3,6.6,"21.8%",410,"22.5%",,206,"20.7%",,0.46,0.17,0.14
"denyk","Misfits Gaming","Support",4,"25%","50%",1,6,25,4.3,"66.7%","2.6%","13.3%","50%",76,156,-0.8,0.9,"2.5%",92,"4.9%",,78,"7.9%",,1.29,0.45,0.27
"Destiny","Origen","Support",12,"42%","42%",11,40,104,2.9,"64.6%","6.2%","26.7%","33%",-125,51,-16.8,1.3,"3.9%",179,"8.3%",,104,"9.3%",,1.45,0.5,0.32
"FEBIVEN","Misfits Gaming","Middle",4,"25%","50%",13,5,12,5,"64.1%","33.3%","11.1%","25%",-219,-76,-8,8.7,"29.3%",640,"33.4%",,254,"25.9%",,0.5,0.29,0.2
"Finn","Rogue","Top",8,"50%","63%",18,21,30,2.3,"70.6%","26.5%","21.2%","25%",-104,214,-1.5,7.1,"21.9%",379,"21.4%",,231,"22.0%",,0.47,0.18,0.16
"Hans Sama","Rogue","ADC",8,"50%","50%",18,16,30,3,"70.6%","26.5%","16.2%","13%",-8,226,7.8,9,"31.7%",529,"30.9%",,272,"27.3%",,0.46,0.12,0.51
"Humanoid","MAD Lions","Middle",12,"33%","67%",38,47,65,2.2,"52.6%","19.4%","19.7%","8%",19,-54,-5,7.9,"24.7%",409,"21.1%",,256,"22.5%",,0.45,0.16,0.19
"Hylissang","Fnatic","Support",10,"60%","40%",9,37,81,2.4,"65.2%","6.5%","27.8%","0%",374,54,28.8,4.3,"11.2%",196,"10.6%",,172,"14.0%",,0.82,0.3,0.15
"Inspired","Rogue","Jungle",8,"50%","63%",13,24,39,2.2,"76.5%","19.1%","24.2%","25%",-189,-109,-4.4,4.8,"13.6%",243,"14.4%",,166,"16.5%",,0.58,0.3,0.35
"Jankos","G2 Esports","Jungle",16,"69%","44%",52,48,148,4.2,"67.6%","17.6%","18.9%","50%",-95,-115,-1.5,4.9,"14.8%",256,"11.9%",,196,"16.6%",,0.66,0.36,0.46
"Kaiser","MAD Lions","Support",12,"33%","58%",11,55,98,2,"55.6%","5.6%","23.1%","25%",-112,-108,-5.4,1.2,"3.6%",176,"8.6%",,110,"9.5%",,1.88,0.62,0.48
"Larssen","Rogue","Middle",8,"50%","38%",16,15,19,2.3,"51.5%","23.5%","15.2%","0%",120,-57,3.4,8.9,"29.3%",430,"24.4%",,257,"25.4%",,0.39,0.12,0.17
"Mikyx","G2 Esports","Support",16,"69%","56%",8,49,220,4.7,"77.0%","2.7%","19.3%","31%",-59,62,-0.7,1.1,"2.8%",170,"7.6%",,113,"9.5%",,1.81,0.6,0.37
"Nemesis","Fnatic","Middle",10,"60%","60%",34,21,40,3.5,"53.6%","24.6%","15.8%","10%",237,36,10.7,10,"30.8%",438,"23.1%",,309,"26.2%",,0.4,0.15,0.18
"Nukeduck","Origen","Middle",12,"42%","33%",52,33,64,3.5,"65.2%","29.2%","22.0%","8%",-27,160,-0.8,8.2,"24.6%",567,"25.9%",,264,"23.8%",,0.41,0.15,0.15
"Orome","MAD Lions","Top",12,"33%","50%",26,54,71,1.8,"49.5%","13.3%","22.7%","17%",-197,54,-3.4,7.2,"24.3%",450,"23.9%",,241,"21.7%",,0.4,0.18,0.13
"Perkz","G2 Esports","Middle",16,"69%","50%",77,45,111,4.2,"63.5%","26.0%","17.7%","19%",-155,-62,-2.5,8.3,"27.5%",625,"27.2%",,283,"24.1%",,0.45,0.16,0.21
"Razork","Misfits Gaming","Jungle",4,"25%","50%",5,12,24,2.4,"74.4%","12.8%","26.7%","50%",120,34,3.3,4.6,"12.9%",194,"10.5%",,153,"15.6%",,0.57,0.35,0.47
"Rekkles","Fnatic","ADC",10,"60%","40%",33,15,74,7.1,"77.5%","23.9%","11.3%","10%",-670,-54,-40.3,5.6,"21.8%",470,"25.2%",,252,"22.4%",,0.75,0.1,0.62
"Selfmade","Fnatic","Jungle",10,"60%","50%",45,26,53,3.8,"71.0%","32.6%","19.5%","20%",2,-34,0.1,5.4,"15.4%",353,"18.2%",,213,"18.1%",,0.63,0.32,0.34
"shad0w","MAD Lions","Jungle",12,"33%","67%",57,42,74,3.1,"66.8%","29.1%","17.6%","33%",177,121,1.2,5.2,"16.1%",357,"18.7%",,217,"19.0%",,0.51,0.44,0.39
"Upset","Origen","ADC",12,"42%","75%",54,22,71,5.7,"70.2%","30.3%","14.7%","25%",293,97,24.4,9.3,"33.5%",643,"30.6%",,309,"27.4%",,0.44,0.11,0.35
"Vander","Rogue","Support",8,"50%","50%",3,23,38,1.8,"60.3%","4.4%","23.2%","13%",-53,-191,-1.6,1.4,"3.5%",144,"8.9%",,90,"8.8%",,1.56,0.54,0.23
"Wunder","G2 Esports","Top",16,"69%","38%",52,55,111,3,"55.1%","17.6%","21.7%","13%",92,41,4.7,7.6,"24.8%",465,"20.5%",,260,"21.9%",,0.51,0.18,0.14
"Xerxe","Origen","Jungle",12,"42%","33%",30,32,91,3.8,"68.0%","16.9%","21.3%","50%",41,122,2.5,4.7,"12.8%",291,"13.2%",,175,"15.6%",,0.7,0.32,0.48
