"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Markoon","Excel Esports","Jungle",11,"45%","45%",34,35,76,3.1,"75.3%","23.3%","25.5%","27%",32,-71,0.6,5.3,"15.2%",313,"16.1%",,208,"18.3%",,0.4,0.3,0.33
"Mikyx","G2 Esports","Support",18,"67%","67%",13,59,172,3.1,"63.6%","4.5%","26.8%","33%",38,-139,0,1.2,"2.9%",189,"9.5%",,109,"9.1%",,1.81,0.57,0.44
"Neon","FC Schalke 04 Esports","ADC",18,"17%","56%",36,47,47,1.8,"52.2%","22.6%","16.5%","17%",-138,-139,-5.4,9.1,"31.9%",431,"25.9%",,263,"26.1%",,0.46,0.17,0.28
"Nisqy","Fnatic","Middle",18,"61%","44%",79,50,115,3.9,"63.2%","25.7%","18.7%","6%",83,112,1.9,7.8,"22.5%",542,"25.5%",,275,"22.4%",,0.52,0.24,0.14
"nuc","FC Schalke 04 Esports","Middle",18,"17%","61%",49,52,56,2,"66.0%","30.8%","18.3%","17%",-118,-65,-4.5,7.9,"24.1%",405,"23.3%",,240,"23.8%",,0.37,0.13,0.12
"Nukeduck","Excel Esports","Middle",18,"39%","44%",62,34,84,4.3,"71.2%","30.2%","15.1%","22%",95,-15,-3.7,8.1,"25.6%",458,"26.9%",,266,"24.9%",,0.38,0.12,0.17
"Odoamne","Rogue","Top",18,"72%","61%",51,39,104,4,"55.6%","18.3%","20.5%","22%",274,89,2.4,7.6,"22.2%",461,"23.6%",,253,"20.4%",,0.4,0.11,0.22
"Patrik","Excel Esports","ADC",18,"39%","39%",54,37,84,3.7,"67.3%","26.3%","16.4%","28%",-85,67,-3.6,9,"31.8%",494,"27.6%",,288,"27.0%",,0.69,0.14,0.37
"promisq","Astralis","Support",18,"39%","44%",13,72,132,2,"67.8%","6.1%","26.4%","17%",-112,-19,2.1,1.6,"4.3%",132,"6.9%",,99,"9.4%",,1.38,0.53,0.3
"Razork","Misfits Gaming","Jungle",18,"67%","28%",58,53,147,3.9,"77.1%","21.8%","24.5%","56%",54,169,2.3,5.6,"15.0%",397,"20.6%",,216,"18.7%",,0.48,0.36,0.42
"Rekkles","G2 Esports","ADC",18,"67%","61%",95,20,78,8.7,"59.5%","32.6%","9.1%","22%",82,92,1.2,10.3,"33.1%",504,"25.8%",,339,"27.8%",,0.97,0.26,0.5
"Selfmade","Team Vitality","Jungle",18,"44%","56%",70,54,110,3.3,"72.3%","28.1%","21.3%","44%",269,339,8.2,6.3,"17.7%",420,"21.5%",,224,"19.5%",,0.44,0.34,0.28
"SLT","Team Vitality","Top",9,"44%","33%",15,32,39,1.7,"54.0%","15.0%","26.7%","22%",-214,-128,-4,6.8,"19.6%",338,"18.8%",,204,"18.7%",,0.45,0.17,0.22
"Szygenda","Team Vitality","Top",9,"44%","22%",10,27,70,3,"53.7%","6.7%","20.3%","11%",-62,66,2.2,7.2,"19.6%",358,"17.8%",,219,"18.9%",,0.44,0.14,0.18
"Treatz","SK Gaming","Jungle",18,"28%","56%",34,50,93,2.5,"70.2%","18.8%","19.7%","44%",-67,-111,-3.8,5.7,"15.6%",389,"21.6%",,192,"18.3%",,0.31,0.21,0.34
"Trymbi","Rogue","Support",18,"72%","67%",26,51,160,3.6,"66.7%","9.3%","26.8%","44%",93,-36,-5.8,1,"2.6%",156,"8.2%",,113,"9.1%",,1.46,0.48,0.36
"twohoyrz","SK Gaming","Middle",3,"0%","33%",10,6,9,3.2,"65.5%","34.5%","14.3%","33%",-58,-181,-5,7.7,"24.6%",421,"21.0%",,230,"22.8%",,0.46,0.13,0.18
"Upset","Fnatic","ADC",18,"61%","56%",90,21,106,9.3,"63.8%","29.3%","7.9%","33%",304,225,10.2,9.8,"32.3%",513,"23.8%",,331,"26.9%",,0.69,0.1,0.38
"Vander","Misfits Gaming","Support",18,"67%","61%",9,49,160,3.4,"63.5%","3.4%","22.7%","22%",-61,202,2.3,1.1,"2.3%",131,"6.9%",,96,"8.2%",,1.7,0.52,0.29
"Vetheo","Misfits Gaming","Middle",18,"67%","56%",85,36,106,5.3,"71.8%","32.0%","16.7%","17%",-20,-5,-1.4,8.9,"27.4%",465,"24.1%",,290,"24.8%",,0.35,0.13,0.23
"WhiteKnight","Astralis","Top",18,"39%","44%",60,42,90,3.6,"70.1%","28.0%","15.4%","17%",-102,-31,-3.2,7.7,"24.7%",420,"22.4%",,246,"23.7%",,0.47,0.2,0.17
"Wunder","G2 Esports","Top",18,"67%","50%",45,49,97,2.9,"48.8%","15.5%","22.3%","0%",6,-15,3,8.4,"23.9%",478,"24.2%",,270,"21.9%",,0.5,0.18,0.14
"Zanzarah","Astralis","Jungle",18,"39%","56%",40,63,127,2.7,"78.0%","18.7%","23.1%","28%",-295,-265,-4.9,5.3,"16.0%",334,"17.8%",,190,"18.3%",,0.52,0.34,0.28
